name,reading,meaning,example
外国,がいこく,自分の国ではない、よその国。,37780
骸骨,がいこつ,１ 死体の皮や肉が腐り落ちて、骨だけになったもの。白骨。２ からだの骨。骨格。,1788
概算,がいさん,大体の数量または金額を計算すること。,431
外紙,がいし,外国の新聞。外字紙。,2
外資,がいし,１ ある国の事業に投資される外国・外国人および外国系企業の資本。外国資本。２ ある国で活動する外国の企業。また、資本の一定割合を外国企業・外国人投資家が支配している企業。,977
外字,がいじ,１ 外国の文字。２ 常用漢字表にない文字。表外字。表外漢字。３ パソコンなどで、標準的に備えられている以外の文字。特にJISの漢字符号体系外の文字で、ユーザーが独自に作成・追加した文字を指す。同じ文字コードと字形データの組み合わせを登録したコンピューター同士であれば、どちらも同一の文字を表示できる。,157
外車,がいしゃ,１ 外国製の自動車。２ 汽船の両舷または船尾につけ、回転して水をかくことによって船を推進させる水車形の車。水上に大部分が出ている。外輪。,451
害者,がいしゃ,刑事事件の被害者。警察関係での隠語。,0
蓋車,がいしゃ,屋根付きの貨物車。有蓋貨車。,0
外需,がいじゅ,外国からの需要。,33
外周,がいしゅう,１ 物の外側で測ったまわりの長さ。２ ある範囲をとりまく外側の部分。外側の周囲。,1293
害獣,がいじゅう,人間や家畜を襲ったり農作物を荒らしたりして、害を加えるけもの。,270
外出,がいしゅつ,１ 自宅や勤め先などから、よそへ出かけること。２ 物が外部に出ていくこと。,7876
外傷,がいしょう,体外から加えられた力によってできた傷。打撲による損傷など。,1809
外商,がいしょう,１ 外国の商社・商人。２ デパートなどで、店内の売場でなく、直接客のところへ出かけて行って販売をすること。外売。,95
外食,がいしょく,家庭以外で食事をとること。また、その食事。,972
外信,がいしん,外国からの通信。,90
外人,がいじん,１ 外国人。特に、欧米人をいう。２ 仲間以外の人。他人。,3307
概数,がいすう,切り上げ・切り捨て・四捨五入などによって表される、おおよその数。,42
外政,がいせい,外国に関する政治。,50
慨世,がいせい,世の中のありさまについて不満をもち、憤慨すること。,38
概説,がいせつ,ある事柄の全体にわたって、そのあらましを説明すること。また、その説明。,678
凱旋,がいせん,戦いに勝って帰ること。,3098
外戦,がいせん,外国との戦争。,0
外線,がいせん,１ 屋外の電線。２ 外部に通じる電話線。また、その電話。３ 外側の線。,271
街宣,がいせん,道路や広場など、町なかで行う宣伝活動。,310
蓋然,がいぜん,たぶんそうであろうと考えられること。ある程度確実であること。,41
外装,がいそう,１ 建物・自動車などの、外から見える部分の設備や装飾。２ 荷物の外側の包み。,2336
概則,がいそく,おおよその規則。大筋のきまり。,13
概測,がいそく,おおよその測定・測量。目測・歩測などの類。また、概形を使って面積や体積などを計算すること。,0
慨嘆,がいたん,うれいなげくこと。憤りなげくこと。,355
外注,がいちゅう,会社などで、仕事の一部を、外部に注文してさせること。,429
害虫,がいちゅう,人間の生活に直接または間接に害を与える昆虫。,1306
外敵,がいてき,外部から攻撃してくる敵。また、外国から攻めてくる敵。,1064
外的,がいてき,１ 物事の外側にかかわっているさま。外部の。外の。２ 客観的であるさま。３ 肉体や物質にかかわっているさま。肉体的。,1091
外伝,がいでん,正式の記録以外の伝記。本伝に載っていない逸話など。また、それらを集めた記録。,1515
外電,がいでん,外国から打ってきた電報。特に、外国の通信社から入るニュース。,95
外套,がいとう,防寒などのため、衣服の上に着るゆったりした外衣。,6363
外灯,がいとう,建物の外に取り付けた電灯。門灯・街灯の類。屋外灯。,308
街灯,がいとう,街路を明るくするために取り付けた電灯。街路灯。,2525
街頭,がいとう,市街地の道路や広場。町なか。,2016
該当,がいとう,ある条件・資格などに、当てはまること。,8453
害毒,がいどく,健全なものを傷つけ、損なうもとになるようなもの。特に社会に悪い影響を与えるもの。,239
概念,がいねん,１ 物事の概括的な意味内容。２ 形式論理学で、事物の本質をとらえる思考の形式。個々に共通な特徴が抽象によって抽出され、それ以外の性質は捨象されて構成される。内包と外延をもち、言語によって表される。,24217
外販,がいはん,店や会社の外に出て行って販売すること。外交販売。,37
概評,がいひょう,だいたいのところを大まかにとらえた批評。おおよその批評。,5
外賓,がいひん,外国から来た大切な客。,8
外部,がいぶ,１ 物の外側。外から見えるところ。２ その組織に関係のない人。部外者。,14703
外物,がいぶつ,１ 自分以外の事物。外界の事物。２ 自我の働きの外にあり、客観的世界に存在するもの。客観的実在。,100
外分,がいぶん,数学で、線分の延長上に点をとり、この線分をある比に分けること。,0
外聞,がいぶん,１ 内部の事が他人に知られること。また、知られたときの世間での評判。２ 世間に対する体裁。世間体。３ 名誉。面目。,700
外壁,がいへき,外側の壁。また、壁の外側。,2638
外面,がいめん,１ 物の外側の面。２ 外から見えるようす。見かけ。うわべ。,1398
外憂,がいゆう,外部から受ける心配事。外国からの圧力や攻撃に対する心配。外患。⇔内憂。,0
外遊,がいゆう,外国に旅行すること。また、外国に留学すること。,545
外洋,がいよう,広々とした外海。そとうみ。⇔内洋。,1339
概容,がいよう,大体の内容。あらまし。,4
概要,がいよう,全体の要点をとりまとめたもの。大要。あらまし。,2418
外来,がいらい,１ 外国から来ること。２ 外部から来ること。３ 病院に通って診察・治療を受けること。また、その人。,4041
概覧,がいらん,全体をざっと見ること。,0
概略,がいりゃく,おおよその内容。あらまし。大略。概要。,916
外力,がいりょく,１ ある物体あるいは材料や構造などに外から加えられる力。２ 河水・風・地下水・海波・氷河など、地球の外側から作用して地形を変化させる力。一般に地形を平坦化する傾向がある。外的営力。,383
街路,がいろ,市街地の道路。まちなかの道。,5795
画家,がか,絵をかくことを職業とする人。絵かき。,14711
瓦解,がかい,ある一部の乱れ・破れ目が広がって組織全体がこわれること。,1091
臥具,がぐ,１ 寝るときに用いる道具。布団・枕の類。夜具。寝具。２ 袈裟の異名。,0
学位,がくい,学術上、一定の能力または業績を示した者に授与される称号。,3818
学院,がくいん,学校。多く、私立学校などで校名として用いられる。,5510
学園,がくえん,学校。現在では、下級から上級にわたるいくつかの学校から成る組織をいう場合が多い。,13543
学業,がくぎょう,勉強をすること。学問をすること。,2031
学芸,がくげい,学問と芸術。また、学問。,1845
楽才,がくさい,音楽の才能。,70
額皿,がくざら,額のように壁にかけたり、棚に置いたりして飾る絵皿。,0
学士,がくし,１ 大学などの卒業者に与えられる学位。２ 学問をする人。学者。３ 律令制で、皇太子に経書を講じた東宮(とうぐう)坊の職員。東宮学士。,4057
学識,がくしき,学問と見識。また、学問上の知識と見識。,1497
学者,がくしゃ,１ 学問の研究を仕事としている人。２ 学問のある人。豊富な知識のある人。,32910
学習,がくしゅう,１ まなびおさめること。勉強すること。２ 生後の反復した経験によって、個々の個体の行動に環境に対して適応した変化が現れる過程。ヒトでは社会的生活に関与するほとんどすべての行動がこれによって習得される。３ 過去の経験によって行動の仕方がある程度永続的に変容すること。新しい習慣が形成されること。４ 新しい知識の獲得、感情の深化、よき習慣の形成などの目標に向かって努力を伴って展開される意識的行動。,10839
学術,がくじゅつ,１ 専門的な研究として行われる学問。原理と応用・技術を含めていう。２ 学問と芸術。,7196
学生,がくせい,学問をしている人。特に、大学生。,44174
楽聖,がくせい,きわめてすぐれた音楽家をたたえていう語。,38
学籍,がくせき,児童・生徒・学生として、その学校に登録されている籍。,146
学説,がくせつ,研究に基づいて独自にまとめられた学問上の考え。,2693
愕然,がくぜん,非常に驚くさま。,4077
楽想,がくそう,音楽で表現しようとする作曲者の意図。楽曲の主題、また構想。,269
額装,がくそう,書画を額に納めたもの。,77
学則,がくそく,それぞれの学校で定めている、組織や学事に関する決まり。,93
学卒,がくそつ,大学を卒業していること。また、その人。,45
楽隊,がくたい,西洋楽器による合奏隊。,558
楽団,がくだん,音楽を演奏する団体。,4573
楽壇,がくだん,音楽家の社会。音楽界。,284
学徒,がくと,１ 学校で勉強する人。学生と生徒。２ 学問・研究をする人。学者。研究者。,1116
学童,がくどう,１ 小学校で学ぶ児童。小学生。２ 両親が勤めに出ている学童を、放課後、保護者に代わって保育すること。放課後児童クラブ・児童クラブなどともいう。,849
学内,がくない,１ 学校で定めた1年の修学期間。日本では4月から翌年3月までの1年間。２ 入学年度を単位とする学生・生徒・児童の段階別の集団。,1233
学年,がくねん,学校で定めた1年の修学期間。日本では4月から翌年3月までの1年間。,5672
楽派,がくは,音楽史で、ほぼ同じ時代に活動し、様式や構成などに共通性をもつ作曲家の一群。,731
学閥,がくばつ,出身学校あるいは所属学派を同じくする人々によって作られる排他的な集団。,132
学費,がくひ,学校で教育を受けるためにかかる経費。授業料・教科書代など。学資。,1165
楽譜,がくふ,歌曲または楽曲を、一定の約束に従って、記号を用いて書き表したもの。,3398
学部,がくぶ,１ 大学で、専攻する学問の系統によって分けられた部。２ 大学院に対して、大学の本科。 ３ 旧制の大学で、予科に対して本科。,7525
学務,がくむ,学校・教育に関する事務一般。,263
額面,がくめん,１ 公債・社債などの券面。２ 「額面金額」の略。３ 書画の掛け額。また、その表面。,1149
学問,がくもん,１ 学び習うこと。学校へ通ったり、先生についたり、本を読んだりして、新しい知識を学習すること。また、身につけた知識。２ 理論に基づいて体系づけられた知識と研究方法の総称。学。,15498
楽屋,がくや,１ 劇場・寄席などの舞台の裏にあって、出演者が出演の支度をしたり休息したりする部屋。２ 物事の裏。内情。内幕(うちまく)。楽屋裏。３ 雅楽で、楽人が奏楽する所。,3307
学友,がくゆう,１ 同じ学校で一緒に学ぶ友達。２ 学問上の友人。,1032
学力,がくりょく,学習して得た知識と能力。特に、学校教育を通して身につけた能力。,1676
学齢,がくれい,１ 義務教育を受けるべき年齢。日本では現在、満6歳から15歳まで。２ 小学校に入学すべき年齢。,404
学歴,がくれき,学業に関する経歴。,1260
画稿,がこう,絵の下がき。また、印刷するための絵の原稿。,103
餓死,がし,飢えて死ぬこと。うえじに。,1733
画質,がしつ,テレビ・写真などの、画像の質。,934
画趣,がしゅ,絵のようなおもむき。絵の題材になるようなよい風景。,42
雅趣,がしゅ,風雅なおもむき。風流な味わい。雅致。,76
画集,がしゅう,絵画を集めた本。,764
賀春,がしゅん,新春を祝うこと。年賀状などに用いる語。賀正。,4
画商,がしょう,絵の売買を職業とする人。また、その職業。,590
画障,がしょう,絵のかいてあるふすま。,0
賀正,がしょう,新年を祝うこと。年賀状などに用いる語。賀春。がせい。,33
瓦斯,ガス,１ 気体。２ 燃料用の気体。特に、都市ガスのこと。３ 「毒ガス」の略。４ 濃い霧。５ ガソリンのこと。６ 「ガス焜炉(こんろ)」の略。７ 「ガス糸」の略。８ おなら。屁(へ)。,1106
画素,がそ,電送写真・テレビなどの、画面を構成する最小単位。ピクセル。,615
画像,がぞう,１ 絵にかいた肖像。えすがた。肖像画。２ テレビやディスプレーなどにうつる像。３ コンピューターグラフィックスによって作成された図形や、デジタルカメラによる写真などのこと。,10422
臥像,がぞう,横たわった形の像。,13
雅俗,がぞく,１ 上品なものと俗っぽいもの。風雅と卑俗。２ 雅語と俗語。,71
画題,がだい,１ 絵の題名。２ 絵のテーマ。,455
画壇,がだん,画家たちの社会。,588
学科,がっか,１ 教授上・研究上から設けた学問の科目。２ 学校教育における教科。３ 専門技術や資格を修得する分野で、理論・法規などを学習する課程。実技に対していう。,7038
学課,がっか,学業の課程。また、授業。,202
学会,がっかい,それぞれの学問分野で、学術研究の進展・連絡などを目的として、研究者を中心に運営される団体。,8462
学界,がっかい,学者の社会。学問の世界。,1642
楽界,がっかい,音楽家の社会。音楽界。,21
学期,がっき,学校で、1学年を区分した一定の期間。,2794
楽器,がっき,音楽演奏のために使用される器具。打楽器・管楽器・弦楽器・鍵盤(けんばん)楽器などがある。,12233
学究,がっきゅう,もっぱら学問の研究に携わること。また、その人。,694
楽曲,がっきょく,音楽の曲。声楽曲・器楽曲・管弦楽曲などの総称。,18227
学区,がっく,１ 公立の小・中学校に就学する者の通学すべき学校を指定するため、教育委員会が設定した区域。２ 1872年（明治5）の学制において定められた学校設置および教育行政のための単位区画。,3690
学校,がっこう,１ 一定の場所に設けられた施設に、児童・生徒・学生を集めて、教師が計画的・継続的に教育を行う機関。学校教育法では、小学校・中学校・高等学校・中等教育学校・大学・高等専門学校・盲学校・聾学校・養護学校および幼稚園を学校とし、ほかに専修学校・各種学校を規定する。２ 転じて、広く学びの場をいう。,120580
合切,がっさい,何もかも。全部。残らず。多く他の語と複合して用いられる。,16
合作,がっさく,１ 共同して作ること。また、作ったもの。２ 中国で、共通の目標のために協力し合うこと。,1361
合算,がっさん,一緒に合わせて計算すること。合計。,419
合宿,がっしゅく,１ 練習・研修など一つの目的のもとに、多くの人が同じ宿舎で生活をともにすること。また、その宿舎。２ 複数の人が同じ場所に寝泊まりすること。,2283
合唱,がっしょう,１ 大ぜいの人が声を合わせて歌ったり、同じ文句を唱えたりすること。２ 音楽で、二つ以上の声部を組み合わせて大ぜいで歌うこと。声部の数により三部・四部合唱など、また、男声・女声・混声合唱などに区別される。コーラス。,6872
合奏,がっそう,二つ以上の楽器で一つの曲を演奏すること。,1428
合葬,がっそう,同一の墓に二体以上の遺骸または遺骨を葬ること。,178
合体,がったい,１ 二つ以上のものがまとまって一つになること。２ 心を一つに合わせること。３ 原生動物などで、生殖細胞や体の一部が合わさって1個の細胞になること。有性生殖の過程でみられる。ごうたい。,3506
合致,がっち,ぴったり合うこと。一致すること。,2586
合点,がってん,１ 同意すること。うなずくこと。承知。がてん。２ 理解すること。納得すること。得心。がてん。３ 和歌・連歌・俳諧などを批評して、そのよいと思うものの肩につける４ 回状などを見終わり了承の意を表すために、自分の名前の肩に印をつけること。５ 考え。心づもり。所存。,2269
月日,がっぴ,日付としての、月と日。,2533
合評,がっぴょう,何人かの人が集まって、ある作品・問題などについて批評し合うこと。また、その批評。,157
合併,がっぺい,二つ以上のもの、特に組織などが一つに合わさること。また、合わせること。,20509
合点,がてん,承知すること。事情などがわかること。,2269
画伯,がはく,１ 絵画の道にすぐれた人。２ 画家の敬称。多く、接尾語的に名の下につけて使う。,867
画風,がふう,絵画の作風。絵に表れた画家または流派の特色や傾向。,1489
画餅,がべい,絵にかいたもち。実際の役にたたないもののたとえ。,61
我慢,がまん,１ 耐え忍ぶこと。こらえること。辛抱。２ 我意を張ること。また、そのさま。強情。３ 仏語。我に執着し、我をよりどころとする心から、自分を偉いと思っておごり、他を侮ること。高慢。,11575
画面,がめん,１ 描かれている絵の表面。２ 映画やテレビなどの映像。３ フィルムや印画紙に焼きつけられた映像。,21083
柄物,がらもの,織物・衣服などで模様のあるもの。柄のある品物。,85
伽藍,がらん,１ 僧が集まり住んで、仏道を修行する、清浄閑静な場所。２ 大きな寺・寺院の建物。,1808
我流,がりゅう,正統のやり方でなく、自分勝手なやり方。,200
瓦礫,がれき,１ かわらと小石。破壊された建造物の破片など。２ 値うちのないもの、つまらないもののたとえ。,2264
画廊,がろう,美術品を陳列・展示する場所。また、画商の店をさすこともある。,1092
含意,がんい,１ 表面に現れない意味を含みもつこと。また、その意味。２ 論理学で、任意の命題p・qについて、pが真であれば常にqも真であるとき、pはqを含意するという。,371
眼下,がんか,見下ろした辺り一帯。,3034
頑強,がんきょう,１ 自分の態度や考えをかたくなに守って、外からの力に容易に屈しないさま。２ がっしりとして丈夫なさま。,1751
元金,がんきん,１ 金銭の貸借や預金で、その利子を含まない、直接貸借したり預金したりした金。もときん。２ 事業などの資本金。もとで。もときん。,217
玩具,がんぐ,遊び道具。おもちゃ。,6262
頑愚,がんぐ,おろかで強情なこと。また、そのさま。,18
頑健,がんけん,からだが丈夫で、非常に健康なこと。また、そのさま。,679
頑固,がんこ,１ かたくなで、なかなか自分の態度や考えを改めようとしないこと。また、そのさま。２ 取りついて容易に離れようとしないこと。また、そのさま。,3485
眼光,がんこう,１ 物をじっと見つめるときなどの、目の光。目の輝き。２ 物事の真意を見通す力。観察力。眼力(がんりき)。,1894
眼孔,がんこう,１ 眼球の入っている穴。眼窩(がんか)。２ 見識の広さ。物事を見通す能力。,36
贋作,がんさく,にせものを作ること。また、その作品。,480
贋札,がんさつ,贋造した紙幣。にせさつ。,73
眼識,がんしき,物事のよしあしや真偽などを見分ける能力。,104
元日,がんじつ,1年の最初の日。1月1日。国民の祝日の一。,1186
含羞,がんしゅう,恥ずかしいと思う気持ち。はにかみ。はじらい。,186
願書,がんしょ,１ 許可を得るために差し出す書類。ねがいしょ。２ 神仏に対する願いを記した文書。願文(がんもん)。,643
岩松,がんしょう,岩の上に生えた松。,1959
岩礁,がんしょう,水中に隠れている大きな岩。また、水面上にわずかに出ている岩。,1544
頑丈,がんじょう,１ からだが丈夫なさま。また、物の作りが堅牢なさま。２ 馬のすぐれて強健なさま。また、その馬。,4503
岩石,がんせき,地殻やマントル上部を構成する固体物質。,3331
眼前,がんぜん,１ 目の前。ごく身近な所。まのあたり。目前(もくぜん)。２ 明らかなこと。確かなこと。また、そのさま。,5901
元祖,がんそ,１ 家系の最初の人。始祖。２ 物事を最初に始めた人。鼻祖。創始者。３ 仏教の一宗の開祖。特に、法然をさす。,1548
贋造,がんぞう,本物に似せてつくること。,94
眼帯,がんたい,眼病のとき、湿布・保護などのため、目を覆うもの。,533
元旦,がんたん,元日の朝。元朝。また、元日。,1147
含蓄,がんちく,１ 内に含み持っていること。２ 言葉などの、表面に現れない深い意味・内容。,383
眼中,がんちゅう,１ 目の中。２ 見える範囲。転じて、意識や関心の及ぶ範囲。,1228
願人,がんにん,１ 請願または訴願をする人。願書に署名する人。２ 祈願する人。３ 「願人坊主」の略。,73
岩盤,がんばん,地表の下にある岩石の層。また、岩石でできている地盤。,1343
玩物,がんぶつ,１ 物をもてあそぶこと。２ もてあそびもの。玩弄物。玩具。,15
贋物,がんぶつ,にせもの。まやかしもの。,408
頑物,がんぶつ,頑固な人物。かたくなで、他人を困らせる人。,2
岸壁,がんぺき,１ 船舶を横づけするために、港や運河の岸に沿い、垂直に築いた擁壁。２ 壁のように険しく切り立った岸。,1522
岩壁,がんぺき,険しく切り立った岩。,2045
顔貌,がんぼう,１ 顔のつくり。容貌。顔だち。２ 顔と姿態。,319
願望,がんぼう,１ 願い望むこと。がんもう。２ 精神分析で、無意識に心の緊張を解消させようとする動機。３ 星新一のショートショート作品。宇宙のあいさつに収録。,3503
元本,がんぽん,１ もとで。元金。２ 利益・収入を生じるもととなる財産または権利。預金・貸家・株券・著作権の類。,315
含味,がんみ,１ 食物を口の中に含んで味わうこと。２ 言葉や文章などの表している意味や内容などを、よく理解して味わうこと。,17
玩味,がんみ,１ 食物をよくかんで味わうこと。２ 言葉や文章などの表している意味や内容などを、よく理解して味わうこと。,88
岩脈,がんみゃく,地層や岩石中に、垂直に近い角度で貫入してできた板状の火成岩体。,92
頑迷,がんめい,かたくなでものの道理がわからないこと。考え方に柔軟性がないこと。また、そのさま。,387
顔面,がんめん,顔(かお)の表面。,6425
頑蒙,がんもう,かたくなで愚かなこと。また、そのさま。,0
眼目,がんもく,１ 目。まなこ。２ ある物事の最も重要な点。,446
丸薬,がんやく,飲みやすくするため、練り合わせて球状にした薬剤。丸剤。,495
含油,がんゆ,油を含んでいること。,12
含有,がんゆう,成分や内容の一部として含みもつこと。,1994
元来,がんらい,１ 最初からそういう状態・性質であることを表す。もともと。２ （接続詞的に用いて）物事を説き起こしたり、疑問を呈したりするときに、文頭に付ける語。,8627
元利,がんり,元金と利息。,124
眼力,がんりき,１ 目で物を見る力。視力。がんりょく。２ 物事の善悪・真偽・成否などを見抜く能力。がんりょく。,423
願力,がんりき,１ 衆生(しゅじょう)を救おうとする仏・菩薩(ぼさつ)の誓願の力。２ 神仏に願をかけて、自己の目的を貫こうとする精神力。念力。,23
顔料,がんりょう,１ 水や油に溶けない白または有色の不透明な粉末。分散状態で物を着色する。鉛丹などの無機顔料と、レーキなどの有機顔料とに大別される。印刷インキ・塗料・化粧品・プラスチックの着色剤など広く用いられる。２ 絵の具。,1408
玩弄,がんろう,遊び道具としてもてあそぶこと。見下してなぶりものにすること。,174
我意,がい,自分一人の考え。自分の思うままにしようとする心持ち。わがまま。我(が)。,143
画意,がい,絵画に示された意味。絵の趣。,0
賀意,がい,祝う心持ち。祝意。,2
甲斐,がい,１ 行動の結果として現れるしるし。努力した効果。２ 期待できるだけの値うち。,8654
外夷,がいい,外国や外国人をいやしめていう語。,42
外衣,がいい,上着。また、外套(がいとう)。,161
外役,がいえき,１ 国外で兵役に服すること。外征。２ 囚人を刑務所の外で使役すること。また、その作業。,0
外延,がいえん,論理学で、概念が適用される事物の集合。例えば、惑星という概念の外延は水星・金星・地球・火星・木星・土星など。,150
外焔,がいえん,炎(ほのお)の外側の部分。,0
外苑,がいえん,神社・皇居などの外にある付属の庭園。,614
凱歌,がいか,戦いに勝ったときに歌う喜びの歌。かちどき。,475
崖下,がいか,がけの下。絶壁の下。,946
蓋果,がいか,成熟すると果皮が横に裂け、上部がふたのように取れ、下部が椀(わん)状に残る果実。スベリヒユ・オオバコ・マツバボタンなどにみられる。,0
外廓,がいかく,城や建物の周囲にめぐらす囲い。そとがこい。そとぐるわ。転じて一般に、そとまわり、外側のもの。,117
外殻,がいかく,外側を包んでいる殻(から)。,587
外角,がいかく,１ 多角形で、1辺とその隣の辺の延長とに挟まれた角。凸多角形の外角の和は4直角に等しい。２ 野球で、本塁ベースの、打者から遠い側のかど。アウトコーナー。,275
外患,がいかん,外国や外部からの圧迫や攻撃を受けるおそれ。外憂。,148
碍管,がいかん,電線を中に通す絶縁用の陶製の管。屋内配線を壁などに通すときに用いる。,0
蓋棺,がいかん,棺(ひつぎ)にふたをすること。人の死をいう。,4
外客,がいきゃく,外国から来た客。,47
外舅,がいきゅう,妻の父。岳父。,27
鎧球,がいきゅう,アメリカンフットボール。,4
街渠,がいきょ,舗装された街路の雨水などが流れ込む排水用の側溝。,0
外教,がいきょう,１ 外国から伝来した宗教。特に、キリスト教のことをいう。２ 仏教で、儒教・道教など、仏教以外の教え。,15
外局,がいきょく,内閣府、各省に直属するが、その内部部局の外にあって、特殊な任務を所管する行政機関。庁と委員会の2種があり、1府10省に16の庁と8つの委員会が置かれている。,393
外家,がいけ,外戚(がいせき)の家。母方の親族。,0
外圏,がいけん,大気圏の最も外側の層。地上500キロ以上。この領域からは気体分子の宇宙空間への逸出が可能。,0
外姑,がいこ,妻の母親。,0
外語,がいご,１ 外国語。２ 「外国語大学」「外国語学校」の略。,152
外光,がいこう,家の外の太陽の光。また、戸外から差し込む光。,430
外港,がいこう,１ 港のない大都市の近くにあって、その都市の物資の積み下ろしなどをする港。２ 港の一部で、防波堤の外側の区域。船が仮泊したり、沖荷役を行う海域。,304
外航,がいこう,自国内の港と外国の港とを結ぶ船の通り道。,141
外項,がいこう,比例式で、外側にある項。a：b＝c：dではaとdをいう。,0
外寇,がいこう,国外から敵が攻めてくること。また、その軍勢。,50
外合,がいごう,地球から見て、内惑星の水星・金星が太陽の向こう側にあって、太陽と内惑星との黄経が等しい時。上合。,0
外婚,がいこん,所属する集団内では婚姻が禁止され、他集団に配偶者を求めなければならない婚姻の規制。リネージや氏族などの血縁集団にみられる。,51
外債,がいさい,債券発行者の国外で募集される公債や社債。日本の政府・企業などが外国で募集する債券と、外国の政府・企業などが日本で募集する債券に分けられる。外国債。,154
外鰓,がいさい,両生類や肺魚などの幼生の呼吸器官で、頭部の両側から突出する羽毛状のえら。多くの種では成長につれて退化・消失する。そとえら。,59
外材,がいざい,外国から輸入される材木。,25
外史,がいし,１ 朝廷の命などによらずに個人・民間の資格で書いた歴史書。野史。２ 民間の歴史家。３ 文人などの雅号に添える称号。,304
外姉,がいし,妻の姉。,0
碍子,がいし,電線を支持し絶縁するために、電柱や鉄塔に取り付ける絶縁体の器具。陶磁器製・合成樹脂製のものが多い。,117
外事,がいじ,１ 外国・外国人に関する事柄。２ ある組織の、部外に関する事柄。,349
外耳,がいじ,聴覚器のうち、鼓膜より外側の部分。耳介(じかい)と外耳道からなり、音を中耳・内耳に伝える。,198
孩児,がいじ,１ 幼児。嬰児(えいじ)。おさなご。２ 幼児の戒名につける法号。,74
鎧袖,がいしゅう,よろいのそで。,0
外書,がいしょ,１ 外国の書物。２ 仏教で、仏教書以外の書物。外典(げてん)。,0
外妾,がいしょう,１ 自宅以外に住まわせているめかけ。２ 外国人のめかけ。ラシャめん。,18
街商,がいしょう,路上であきなう商人。露天商。,8
外城,がいじょう,城の本丸を囲んで設けられた城郭。,206
外情,がいじょう,１ 外部の事情。２ 外国の事情。,8
街上,がいじょう,街路の上。路上。,258
外心,がいしん,１ 三角形の外接円の中心。三角形の各辺の垂直二等分線の交点に一致する。２ 隔てのある心。うちとけない心。,0
害心,がいしん,害を加えようとする心。害意。,51
外陣,がいじん,神社・仏寺の内陣の外側で、一般の人々が礼拝する所。,124
外水,がいすい,堤防の外側（堤外地）にある河川を流れる水。,0
崖錐,がいすい,がけや急斜面の下に、落下した岩屑(がんせつ)が堆積(たいせき)してできた半円錐状の地形。,16
外甥,がいせい,１ 妻の兄弟姉妹の男の子供。２ 他家に嫁した姉妹の産んだ男子。,27
外姓,がいせい,母または妻の生家の姓。,0
外声,がいせい,多声部の楽曲で、最上声部と最下声部のこと。混声四部合唱では、ソプラノとバスの声部。,0
外切,がいせつ,一つの多角形の各頂点が一つの円の円周に接すること。一つの円の円周が一つの多角形の各辺に一点で接すること。二つの円が互いに外側にあって一点で接すること。一つの多角形の各頂点が他の多角形の各辺に接すること。以上は、球や多面体でもいえる。ただし、多面体では面についていわなければならない。,0
