name,reading,meaning
軟化,なんか,１ 硬い物が軟らかくなること。２ かたくなだった態度や意見が、やわらぎおだやかになること。 ３ 固体物質が加熱により、溶融するより先に軟らかくなって、変形しやすくなる現象。ガラスやプラスチックのような無機または有機の高分子化合物にみられる。４ 硬水中のカルシウム-イオン・マグネシウム-イオンを除去し軟水にすること。イオン交換樹脂によるものが一般的。５ 取引市場で、相場が下がること。６ 野菜を、日照・通風を遮って軟らかく育てること。軟白。
軟貨,なんか,１ 鋳造貨幣以外の貨幣。紙幣。２ 国際金融上、金または米ドルなどの外貨と交換できない通貨。
難化,なんか,むずかしさを増すこと。
何回,なんかい,１ 回数が不明の際に用いる語。どのくらいの回数。何度。 ２ 多くの回数。
難解,なんかい,わかりにくいこと。むずかしいこと。また、そのさま。
難関,なんかん,１ 通過するのがむずかしい関所。２ 切り抜けるのがむずかしい場面。打開するのが困難な事態。
難儀,なんぎ,１ 苦しみ悩むこと。苦労すること。また、そのさま。２ 面倒なこと。迷惑なこと。また、そのさま。３ 処理するのがむずかしいこと。また、そのさま。一大事。
難義,なんぎ,意味内容がむずかしいこと。また、その語。
難詰,なんきつ,手きびしく非難すること。きびしく問いつめること。
難境,なんきょう,困難な境遇。切り抜けるのがむずかしい事態。
難業,なんぎょう,むずかしい事業。困難な仕事。
難行,なんぎょう,１ 浄土教で、易行いぎようである念仏に対し、自力で行う修行。 ２ 転じて、芸道などで非常につらい修業。
難局,なんきょく,困難な局面。処理のむずかしい重大な情勢。
難曲,なんきょく,演奏するのがむずかしい曲。また、能・狂言で高度な演技力を求められる演目。
軟禁,なんきん,比較的ゆるやかな監禁。家または室内にとどめておき、外部との交渉・接触を自由にさせないこと。
難句,なんく,むずかしくわかりにくい句。理解しにくい句。また、連歌で付けにくい句。
難癖,なんくせ,非難すべき点。悪いところ。
難訓,なんくん,漢字の読み方がむずかしいこと。また、訓読するのがむずかしいこと。
難件,なんけん,処理のむずかしい事件や問題。
何個,なんこ,１ どれほどの個数。いくつ。個数が不明であるときに用いる。２ 遊戯の一。碁石や細かく折った杉ばしなどを、手の中に握って差し出し、持っている数を当てさせるもの。３ 江戸時代、一文銭を手のひらに握り、その数を当てさせるばくち。
難語,なんご,むずかしい語。わかりにくい言葉。
喃語,なんご,１ くどくどと話すこと。２ 男女がむつまじくささやき合うように話すこと。むつごと。３ 乳児のまだ言葉にならない発声。
難航,なんこう,１ 暴風雨などのために、航行が困難になること。２ 障害が多く、物事がはかどらないこと。
難産,なんざん,１ 出産で、胎児がなかなか生まれないこと。２ 物事がたやすく成立しないこと。
難事,なんじ,処理するのが困難な事柄。
難字,なんじ,むずかしい字。難解な漢字。
軟質,なんしつ,質がやわらかいこと。また、やわらかい性質。
軟弱,なんじゃく,１ やわらかく、しっかりしていない・こと（さま）。２ 自分の考えがなくて、相手の言うままになること。気骨のないこと。また、そのさま。３ 取引で、相場が下落気味なこと。
難渋,なんじゅう,１ 物事の処置や進行がむずかしくてすらすらいかないこと。また、そのさま。２ 困ること。もてあますこと。また、そのさま。３ 生活が苦しいこと。貧乏なこと。４ 人に金品を与えたり、貸したりするのを惜しむこと。
難所,なんしょ,通行に困難な険しい所。危険な場所。
難症,なんしょう,治りにくい病気。難病。
難色,なんしょく,不承知らしいようす。また、非難するような顔つき。
南進,なんしん,南の方へ向かって進むこと。
軟性,なんせい,やわらかな性質。柔軟な性質。⇔硬性。
難船,なんせん,風波などのため、船が破損・転覆または座礁すること。また、その船。難破船。
男体,なんたい,男のからだ。男のすがた。
難題,なんだい,１ 詩歌や文章を作るのにむずかしい題。２ 解決のむずかしい問題。難問。３ 無理な要求。無理な言いがかり。
難中,なんちゅう,困難な事柄のうち。
軟調,なんちょう,１ やわらかい調子であること。２ 写真の原板や印画で、明暗の対照が弱いこと。画面の調子がやわらかいこと。多く黒白写真でいう。３ 相場が下落の傾向にあること。
難聴,なんちょう,１ 聴力が弱いために、音や声がよく聞きとれない状態。中耳炎などの病気や老化、騒音に長時間さらされたときなどに起こる。２ ラジオなどの放送が聞きとりにくいこと。
難敵,なんてき,勝つことが困難な敵。手ごわい相手。
難点,なんてん,１ むずかしいところ。処理などの困難な点。２ 非難すべきところ。欠点。
何度,なんど,１ どれほどの回数。また、多くの回数。何回。２ はっきりしない温度・角度などをさす。
難度,なんど,１ むずかしさの度合い。２ 体操競技で、技・運動のむずかしさの程度。基礎的な技から高度な技へ順に分類される。
何時,なんどき,いつ。どのとき。
何日,なんにち,１ どれほどの日数。いく日。２ どの日。いく日。
男女,なんにょ,おとこと、おんな。だんじょ。
何人,なんにん,はっきりしない人数を表す。いく人。
何年,なんねん,１ はっきりしない年数や年次を表す。いく年。２ はっきりとわからない年をさす。どの年。
難燃,なんねん,燃えにくいこと。
難場,なんば,困難な場所・場面。難所。
軟派,なんぱ,１ 強硬な意見・主義をもたない一派。２ 詩や小説を読みふけったり、異性との交際や流行の派手な服装を好む若い人々。３ 新聞で、社会面や文化面などを担当する記者。４ 取引市場で、相場が先行き下落すると見て、売りに出る者。弱気筋。５ 遊びを目的に異性に交際を求めることをいう。
難破,なんぱ,１ 暴風雨などのために船が破損・座礁・沈没などをすること。２ 相手の意見を非難し、論破すること。
何人,なんぴと,いかなる人。どういう人。何者。
難病,なんびょう,１ 治りにくい病気。難症。１ 「特定疾患」の俗称。
難物,なんぶつ,取り扱いにくい事物。また、扱いにくい人物。
難文,なんぶん,わかりにくい文章。
何遍,なんべん,不明・不定の回数。また、多くの回数。何回。何度。
南方,なんぽう,１ 南の方角。２ 南の方にある国。特に戦前、東南アジアの諸国や南洋諸島をいった。
難民,なんみん,１ 天災・戦禍などによって、やむをえず住んでいる地を離れた人々。２ 人種・宗教・政治的意見の相違などによる迫害を避け、国外に逃れた人々。
難問,なんもん,１ 解決・回答などのむずかしい問題。２ 非難して返答を迫ること。
難役,なんやく,むずかしい役目・役割。
何等,なんら,１ （あとに打消しの表現を伴って）まったく。少しも。２ （「なんらの…もない」などの形で）ほんの少し。わずか。３ 「なんらの」の形で、あとの語の内容を強調する。なんという。４ （「なんらの…か」などの形で）どのよう。どれほど。
難路,なんろ,険しい道。通るのに困難な道。
難論,なんろん,１ むずかしい議論。２ 相手を非難して論じること。論難。
内印,ないいん,天皇の印。方3寸（約9センチ）で、「天皇御璽」の4字を印文とし、少納言が管理して、五位以上の位記、および諸国に下す公文書などに用いた。
内因,ないいん,１ それ自体に内在する原因。そのものの内部にある原因。２ 病気の原因となる、生体側の素地。免疫や抵抗力の低下、遺伝、特異体質など。
内院,ないいん,１ 伊勢神宮の斎宮寮の三院の一。斎王の常の御座所。また、神宮の祭神を祭る神殿および付属の社殿のある区域。２ 寺院の敷地の奥の方にある建物。
内閲,ないえつ,書類などを非公式に閲覧・検閲すること。
内宴,ないえん,内々の宴。内部の者だけで催す宴。
内苑,ないえん,宮城・神社などの中庭。
内界,ないかい,１ 内部の世界。心の中の世界。２ 哲学で、意識の内部のすべての事象。意識の内面的世界。
内核,ないかく,地球の核のうち、5000キロより深い中心の部分。外核に囲まれる。鉄を主成分とし、固体状と考えられている。
内角,ないかく,１ 多角形で、隣り合う2辺が多角形の内部につくる角。２ 野球で、インコーナー。
内閣,ないかく,国家の行政権を担当する最高の合議機関。首長である内閣総理大臣およびその他の国務大臣で組織され、行政権の行使について国会に対して連帯して責任を負う。また、天皇の国事行為に助言と承認を与え、その責任を負う。職務として、一般行政事務、外交関係の処理、条約の締結、予算の作成、政令の制定などの事務を行う。
内学,ないがく,仏教に関する学問。
内患,ないかん,内部のわざわい。国家などが内部にかかえる心配事。内憂。
内観,ないかん,１ 仏語。内省して自己の仏性・仏身などを観じること。観心(かんじん)。２ 心理学で、自分の意識やその状態をみずから観察すること。内省。自己観察。
内許,ないきょ,内々の許可。
内教,ないきょう,仏家で、儒教・道教などに対して、仏教をいう語。また、仏典のこと。
内局,ないきょく,国の行政機関である府・省・庁・委員会に設置される内部組織の総称。官房・局・部・課・室などがある。内局。
内宮,ないくう,伊勢神宮の皇大神宮のこと。
内径,ないけい,円筒形や球形の物体の内側の直径。
内語,ないご,１ 自分の国の言葉。自国語。２ 声や文字となって外に現れない言語。思考や黙読などを言語活動の内面化したものとして説明した言い方。内語。
内攻,ないこう,病気が身体の表面に表れないで、内部に広がり悪くなること。精神的なものにもいう。
内港,ないこう,港湾の内部にあり、乗客の乗下船や荷役を行う区域。
内航,ないこう,国内を航行すること。また、その航路。
内項,ないこう,比例式で、内側にある項。a：b＝c：dではbとc。
内合,ないごう,内惑星（水星・金星）が地球と太陽との間にある合。内惑星の黄経と太陽の黄経とが等しい場合をいう。下合。
内壕,ないごう,城の内部にある堀。
内国,ないこく,その国のうち。国内。
内妻,ないさい,内縁の妻。
内鰓,ないさい,魚などの呼吸器官で、鰓裂の内側にあって体外に露出していないえら。
内旨,ないし,朝廷からの内々の沙汰。内命の趣旨。
内耳,ないじ,耳の最深部の、複雑な骨壁に囲まれた部分。聴覚をつかさどる蝸牛(かぎゅう)と、平衡感覚をつかさどる三半規管・前庭(ぜんてい)からなる。迷路。
内室,ないしつ,身分の高い人の妻を敬っていう語。転じて、一般に他人の妻を敬っていう語。令室。
内借,ないしゃく,１ 内々に借金すること。２ 受け取るべき金銭の一部を期日前に借りること。前借り。
内周,ないしゅう,内側で測ったまわりの長さ。うちまわり。
内書,ないしょ,１ 内密の書状。２ 執事・奉行などの手を通さずに、主君が直接に出す書状。将軍の出すものは特に御内書とよばれた。直書(じきしょ)。
内鞘,ないしょう,高等植物の茎または根の内皮のすぐ内側にあって、維管束を囲む柔組織の細胞層。根ではこれが分裂して側根を形成する。
内城,ないじょう,城の本丸。また、城の内郭。
内状,ないじょう,１ 内部の事情。内部の状況。２ 内密の書状。
内食,ないしょく,１ 家庭で食材を料理して食事を食べること。また、その食事。２ こっそり食事を取ること。内証で食事をすること。また、その食事。
内申,ないしん,内々に申し述べること。また、その文書。
内診,ないしん,１ 直腸や女性の生殖器の内部を診察すること。２ 医師が自分の診療所内で診療を行うこと。宅診。
内陣,ないじん,社寺の内部で、神体または本尊を安置してある奥の間。内殿。
内水,ないすい,１ 国家の領域内にある水域。国内の河川・湖沼・運河および湾・内海・港など。２ 堤防の内側（堤内地）にたまった雨水や流水。
内省,ないせい,１ 自分の考えや行動などを深くかえりみること。反省。２ 仏語。内省して自己の仏性・仏身などを観じること。観心(かんじん)。
内生,ないせい,心の中に、ある感情や考えなどが生じること。
内声,ないせい,多声部の楽曲で、最上声部と最下声部との間に入る声部の総称。四声部の曲では、アルトとテノールの声部。
内積,ないせき,二つのベクトルの単位座標ベクトルに関する成分どうしの積の和。スカラー積。
内旋,ないせん,上腕や大腿を、位置を変えずに、体の内側に向かって回転させる動きをいう。例えば、右上腕を、上腕骨を軸として左回りに回転させる動きがこれにあたる。
内線,ないせん,１ 屋内の電線。２ 会社などで、内部相互間の電話線。３ 内側の線。
内奏,ないそう,１ 内密に天皇に奏上すること。２ 中世、側近の臣下や後宮から天皇に奏聞(そうもん)して事を取り計らうこと。
内層,ないそう,内側の層。
内争,ないそう,内部で争うこと。また、その争い。うちわもめ。内紛。内訌(ないこう)。
内側,ないそく,物の内面。うちがわ。
内属,ないぞく,１ 外国が属国として服従すること。また、外国人が帰服して来住すること。２ 哲学で、物のさまざまな性質がその属する実体に対してもつ関係。
内帯,ないたい,１ 湾曲している山脈の、へこんだほうの側。２ 西南日本の、中央構造線より北側の部分。帯状構造は不明瞭で、古生界・中生界・花崗岩(かこうがん)・片麻岩などが分布。
内題,ないだい,書物の扉や本文の初めなど内部に記されている題名。
内探,ないたん,ひそかに探り調べること。内偵。
内談,ないだん,１ 内々に話し合うこと。また、その相談。２ 室町時代、引付衆(ひきつけしゅう)が行った政務の評定。
内治,ないち,国内の政治。内政。
内地,ないち,１ 一国の領土内の土地。国内。２ もと樺太(からふと)・千島列島・朝鮮・琉球・台湾などに対して、日本の本来の領土である本州・四国・九州・北海道。本土。３ 北海道や沖縄で本州をさしていう。４ 海岸から遠く入った内部の土地。内陸。
内調,ないちょう,内閣官房に設置された組織の一つ。内閣の重要政策に関する情報の収集・分析その他の調査に関する事務を担当する情報機関で、内閣情報官が統括する。内調。サイロ（CIRO）。
内陳,ないちん,非公式に意見などを述べること。
内庭,ないてい,なかにわ。うちにわ。
内廷,ないてい,宮廷の内部。
内的,ないてき,１ 物事の内部に関するさま。２ 精神に関するさま。内面的。
