name,reading,meaning,example
爆発,ばくはつ,１ 物質が急激な化学変化または物理変化を起こし、体積が一瞬に著しく増大して、音や破壊作用を伴う現象。ガス・粉塵・火薬などの化学的爆発は発熱反応が激しく行われたことにより、ボイラー・火山などの物理的爆発は圧力の激しい発生・解放により起こる。また核分裂による核爆発がある。２ 抑圧されていた感情が急激に外に現れること。３ 星新一のショートショート作品。ひとにぎりの未来に収録。,24294
瀑布,ばくふ,高い所から白い布を垂らしたように、直下する水の流れ。滝。,603
爆風,ばくふう,爆弾などが爆発するときに起こる強い風。,1607
爆薬,ばくやく,火薬類のうち、物を破壊するための爆破薬、および爆弾・砲弾を炸裂(さくれつ)させるための炸薬のこと。,1879
爆雷,ばくらい,潜水艦攻撃用の爆弾。水中に投下または発射され、一定深度に達すると爆発する。,1179
爆裂,ばくれつ,爆発して破裂すること。,447
暴露,ばくろ,１ むき出しにすること。特に、悪事・秘密などをあばいて明るみに出すこと。また、それらが明るみに出ること。２ 風雨にさらすこと。また、さらされること。３ 細菌・ウイルスや薬品などにさらすこと。また、さらされること。,3326
駁論,ばくろん,相手の論を非難し、反対意見を述べること。また、その議論。,72
罵言,ばげん,ののしる言葉。手ひどい悪口。,123
馬車,ばしゃ,馬にひかせて、人や荷物を運ぶ車。,19581
場所,ばしょ,１ 何かが存在したり行われたりする所。ある広がりをもった土地。２ 人がいる所。また、物が占めるために要する広さ。３ 相撲の興行をする所。また、その期間。,118151
場末,ばすえ,繁華街の中心部から離れた場所。また、都心からはずれた所。,970
罵声,ばせい,口ぎたなくののしる声。,1288
抜去,ばっきょ,抜き去ること。,53
罰金,ばっきん,１ 罰として出させる金銭。２ 刑法の規定する主刑の一。犯罪の処罰として科せられる金銭。科料よりも重い財産刑。,2537
抜群,ばつぐん,１ 多くの中で、特にすぐれていること。ぬきんでていること。また、そのさま。２ 程度が大きいこと。また、そのさま。３ 程度がはなはだしいさま。,2511
抜剣,ばっけん,刀を鞘(さや)から抜くこと。また、その刀。抜刀。,114
跋語,ばつご,書物のあとがきとしてしるす言葉。跋文。跋。,2
伐採,ばっさい,山林などの樹木を切り出すこと。,2124
抜糸,ばっし,手術した切り口が癒着したあと、そこを縫い合わせていた糸を抜き取ること。,63
抜歯,ばっし,１ 治療のため、歯を抜くこと。２ 成人として認められるため、あるいは服喪などの目的で、口をあけると見える範囲の歯を抜く風習。日本では縄文時代後半から弥生時代前半に盛行。,143
抜粋,ばっすい,書物や作品からすぐれた部分や必要な部分を抜き出すこと。また、そのもの。,831
罰則,ばっそく,１ ある法令のなかで、違反行為に対する刑罰または過料を科する旨を定めている規定。２ 一般に、規則に違反した際に適用されるルール。ペナルティー。,1173
抜擢,ばってき,多くの人の中から特に選び出してある役目につけること。,4065
罰点,ばってん,１ 不良・誤り・消去などの意味を表す「×」の印。ばつ。２ 試合などで、反則・失敗などの回数を表す点数。,18
抜刀,ばっとう,刀を鞘(さや)から抜くこと。また、その刀。,1151
跋文,ばつぶん,本文とは別に、書物の終わりにしるす文章。あとがき。跋。,114
抜本,ばっぽん,根本的な原因を除き去ること。,807
抜毛,ばつもう,毛を抜くこと。特に、頭髪を引っ張って抜くこと。,32
罵倒,ばとう,激しい言葉でののしること。,1859
発条,ばね,鋼などの金属材料を螺旋(らせん)状に巻いたり折り曲げたりし、その弾力性を利用してエネルギーを吸収・蓄積するためのもの。,192
場面,ばめん,１ 変化する状況の、ある部分。物事が行われているその場のようす。２ 演劇・映画などの一情景。シーン。３ 市場の状況。場況。,19080
散銭,ばらせん,硬貨などの、こまかいぜに。小銭(こぜに)。ばら。,28
罵詈,ばり,口汚くののしること。また、その言葉。ののしり。,542
馬力,ばりき,１ 仕事率の単位。1馬力は、75キログラムの物を毎秒1メートル動かす力。仏馬力では735.5ワットで、日本では内燃機関などに限り使用が法的に認められ、記号PSを用いる。英馬力では746ワットで、記号HPを用いる。馬1頭当たりの工率に由来。２ 物事を精力的にこなす力。３ 荷物を積んで運ぶ馬車。荷馬車。,2314
挽歌,ばんか,１ 葬送のとき、柩(ひつぎ)を載せた車をひく人たちがうたう歌。また、人の死を悼んで作る詩歌。哀悼歌。２ 万葉集で、雑歌(ぞうか)・相聞(そうもん)とともに三大部立ての一。辞世や人の死に関するものなどを含む。古今集以後の哀傷歌にあたる。,269
晩夏,ばんか,１ 夏の終わり。夏の末。２ 陰暦6月の異称。,298
万化,ばんか,いろいろに変化すること。,0
挽回,ばんかい,失ったものを取り戻して、もとの状態にすること。回復。,893
番外,ばんがい,１ 予定された番数(ばんかず)・番組・順番などにないこと。２ 正規の委員や議員などではなくて、その席に列する者。オブザーバー。３ 普通のものとかけ離れて違っていること。また、そのもの。,1236
晩学,ばんがく,年をとってから学問に志すこと。,22
晩方,ばんがた,日の暮れるころ。暮れ方。夕方。,237
万巻,ばんかん,たくさんの書物。,161
万感,ばんかん,心にわき起こるさまざまの思い。,281
盤木,ばんぎ,造船時、船台上で船体を支えるために用いる大きな角材。木のほかコンクリート・鋼製のものもあり、積み重ねて支えを作る。,23
万客,ばんきゃく,多くの客。千客。ばんかく。,0
盤曲,ばんきょく,道などが、まがりくねること。,0
板金,ばんきん,１ 切り金の一。金を板のように薄く打ち延ばしたもの。２ 金属板や帯板を、常温のまま曲げたりしぼったりして加工すること。,390
万鈞,ばんきん,きわめて重いこと。非常に重みのあること。,3
番組,ばんぐみ,１ 演芸・映画・相撲などの演目・組み合わせや、その順序。また、それを書いたもの。プログラム。２ テレビ・ラジオなどの放送の、編成の単位となるもの。また、その部門。３ 番衆の組。,81011
番犬,ばんけん,家の番をする飼い犬。,858
万古,ばんこ,１ 遠い昔。また、遠い昔から現在まで。永遠。永久。千古。２ 三重県産の陶器。元文年間に桑名の豪商沼波弄山(ぬなみろうざん)が桑名の小向(おぶけ)で創業，更紗(さらさ)文様の赤絵など異色の製品を焼いた。製品に〈万古〉あるいは〈万古不易〉と捺印したため万古焼と呼ばれる。,111
蛮行,ばんこう,野蛮な行為。無教養で乱暴な行い。,290
番号,ばんごう,ものの順番を表す数字・符号。ナンバー。,23339
万国,ばんこく,１ あらゆる国。世界中の国々。万邦。２ 国際、世界の意。,844
蛮骨,ばんこつ,粗野で荒々しい気質。蛮カラ。,2
晩婚,ばんこん,普通より遅い年齢でする結婚。,164
晩歳,ばんさい,年老いた時。晩年。,0
万歳,ばんざい,１ 祝いや喜びの気持ちを込めてを唱えること。多く、威勢よく両手を上げる動作を伴う。また、その動作のこともいう。２ めでたいこと。うれしいこと。３ 降参すること。お手上げ。４ 野球で、野手がフライを捕球しようとして両手を上げながら、打球に頭上を抜かれること。５ めでたいときやうれしいときに、その気持ちを込めて発する語。,1272
万策,ばんさく,できるかぎりのあらゆる手段・方法。,193
晩餐,ばんさん,ごちそうの出る夕食。また、客を招いてもてなす夕食。ディナー。,2694
万死,ばんし,１ 生命の助かる見込みがないこと。また、命を投げ出すこと。２ 何度も死ぬこと。,87
万事,ばんじ,すべてのこと。あらゆること。,5392
晩酌,ばんしゃく,家庭で、夕食のとき酒を飲むこと。また、その酒。,507
磐石,ばんじゃく,１ 重く大きな石。いわお。２ 堅固でしっかりしていてびくともしないこと。,386
晩秋,ばんしゅう,１ 秋の終わり。秋の末。２ 陰暦9月の異称。,1281
晩春,ばんしゅん,１ 春の終わり。春の末。２ 陰暦3月の異称。,578
万障,ばんしょう,いろいろの不都合な事情。種々の故障や差し支え。,39
板状,ばんじょう,板のような形状。,606
盤上,ばんじょう,１ 盤の上。特に、碁盤や将棋盤などの上。２ 盤の上でする、碁・将棋・双六(すごろく)などの遊び。,495
万丈,ばんじょう,１ 非常に高いこと。また、非常に深いこと。２ きわめて意気が盛んなことのたとえ。,140
万状,ばんじょう,いろいろのありさま。さまざまの形。,0
伴食,ばんしょく,１ 主客の伴(とも)をして、ごちそうになること。相伴(しょうばん)。陪食(ばいしょく)。２ 実力や実権がなく、その職にあっても何もせず他の人のなすに任せていること。,21
晩節,ばんせつ,１ 人生の終わりのころ。晩年。２ 季節の終わり。３ 末の世。末年。４ 晩年における節操。,52
万全,ばんぜん,少しも手落ちのないこと。きわめて完全なこと。また、そのさま。,1488
伴奏,ばんそう,楽曲の主旋律や主声部を支え引き立てるために、他の楽器で補助的に演奏すること。また、その演奏。,3286
伴走,ばんそう,マラソンや自転車のロードレースなどで、競技者のそばについて走ること。,153
万態,ばんたい,いろいろの状態。さまざまの姿。,10
番台,ばんだい,銭湯などで、入り口に設けられた、入浴料を受け取ったり見張りをしたりするための高い台。また、そこに座っている人。,3160
万代,ばんだい,よろずよ。永遠。万世。,327
万端,ばんたん,ある事についてのあらゆる事柄・方法。,790
番地,ばんち,１ 居住地を明示するために、町村などの区域内を細分してつけた番号。２ コンピューターで、記憶装置内などに割り当てる識別番号。番地。インターネットで、メールアドレス、またはURLを意味する語として使われることもある。,3812
晩冬,ばんとう,１ 冬の終わり。２ 陰暦12月の異称。,49
番頭,ばんとう,１ 商家などの使用人のかしら。営業・経理など、店のすべてを預かる者。２ 警護すること。見張りをすること。また、その役。３ 風呂屋の番台に座る者。のち、風呂屋の下男や三助にもいった。,6552
万難,ばんなん,１ すべてに効力があること。２ あらゆることにすぐれていること。なんでもできること。,136
番人,ばんにん,番をする人。見張りをする人。,2116
万人,ばんにん,すべての人。多くの人。ばんじん。,19897
晩年,ばんねん,一生の終わりに近い時期。年老いてからの時期。,11173
万能,ばんのう,すべてに効力があること。,2037
万万,ばんばん,１ そうしたい気持ちは十分にあるが、そうできない事情があるさま。やまやま。２ 程度がはなはだしいさま。３ 十分に。よくよく。４ （あとに打消しの語を伴って）万が一にも。決して。,4
蛮風,ばんぷう,野蛮な風習。粗野な風俗。,29
万物,ばんぶつ,あらゆるもの。宇宙に存在するすべてのもの。,1460
万別,ばんべつ,さまざまであること。,0
万法,ばんぽう,１ あらゆる法則。すべての法律や規則。２ 仏語。物質的、精神的なすべての存在。また、それがもつ真理・法則。諸法。ばんぽう。,0
晩飯,ばんめし,晩の食事。夕食。夕めし。,812
盤面,ばんめん,１ 碁・将棋などの盤の表面。また、盤上の勝負の局面。２ レコードの盤の表面。,705
万来,ばんらい,多くの人が来ること。,0
万雷,ばんらい,多くのかみなり。また、大きくとどろく音のたとえ。,138
万里,ばんり,１ 一里の万倍。２ 非常に遠い道のり。非常に長い距離。,4184
馬医,ばい,１ 馬を診察・治療する獣医。うま医者。２ 律令制で、左右馬寮(めりょう)の官馬の世話などをした役。めい。うまくすし。,0
煤煙,ばいえん,１ 石油・石炭などの不完全燃焼で生じるすすや煙。大気汚染防止法では、硫黄酸化物・窒素酸化物・一酸化炭素や自動車の排気中の鉛化合物なども含める。２ 吉村昭の小説。死のある風景に収録。,643
倍音,ばいおん,上音の一。振動体の発する音のうち、基音の振動数の整数倍の振動数をもつ部分音。ハーモニックス。,459
貝貨,ばいか,貝殻製の貨幣。古代中国では、刀銭・布銭の流通前にコヤスガイが貨幣として用いられたと推定されている。また、西アフリカやオセアニアなどでは社会的関係や地位を象徴する宝物・贈答品として用いられている。,15
倍加,ばいか,１ 倍にふえること。また、倍にふやすこと。２ 増し加わること。また、増し加えること。,625
梅花,ばいか,１ 晩年の時期。２ ある時代・物事などの終わりの時期。末期。,438
倍角,ばいかく,１ 二倍にした角。２ 全角文字の縦幅または横幅を2倍にしたもの。また、その機能。かつてワードプロセッサーや初期のワープロソフトに備わっていた。,19
倍額,ばいがく,2倍の金額。2倍の価格。,140
売官,ばいかん,金銭・財物を納めさせ、その代償に官職を授けること。特に平安時代、国費の不足を補うために盛んに行われた。,38
唄器,ばいき,法会で、諷誦(ふじゅ)に用いる楽器。錫杖(しゃくじょう)・磬(けい)・鈴など。唄(ばい)。,0
貝器,ばいき,貝殻を加工して作った器具。日本では縄文時代の魚の鱗(うろこ)をはがす貝刃、弥生時代の穂摘み具など。,0
倍旧,ばいきゅう,以前よりも程度が増すこと。,5
梅月,ばいげつ,陰暦4月、または5月の異称。,41
唄師,ばいし,法会(ほうえ)で、唄(ばい)を唱える役の僧。,0
貝子,ばいし,タカラガイの別名。,31
梅子,ばいし,梅の果実。,830
媒質,ばいしつ,力や波動などの物理的作用を他へ伝える仲介物となるもの。音を伝える空気、光を伝える空間など。,292
倍尺,ばいしゃく,製図で、小形・複雑な物体を縮尺を拡大して描くこと。また、その倍率。拡大尺。,0
焙焼,ばいしょう,１ あぶり焼くこと。２ 金属の硫化物・砒化物(ひかぶつ)・アンチモン化物の形の鉱物を、融解しない程度の温度で焼き、硫黄・砒素などを酸化させたり気化させたりすること。金属精錬の予備処理として行われる。,22
陪食,ばいしょく,身分の高い人と一緒に食事をすること。,50
陪臣,ばいしん,１ 臣下の臣。またげらい。２ 江戸時代、大名の家臣の称。旗本・御家人を直参と称したのに対する語。,396
倍大,ばいだい,2倍の大きさ。,15
煤炭,ばいたん,石炭の旧称。,0
培地,ばいち,培養のために用いる、養分などを含む液状や固形の物質。,749
梅天,ばいてん,梅雨時の空。つゆぞら。,0
売品,ばいひん,売る品物。売り物。,27
陪賓,ばいひん,正客に相伴(しょうばん)をする客。陪客。,4
倍分,ばいぶん,分数・分数式の分母と分子に同じ数を掛けること。例えば、1/3の分母と分子にそれぞれ2を掛けて2/6としたり、3を掛けて3/9としたりするなど。,0
売卜,ばいぼく,報酬を得て、占いをすること。,107
貝母,ばいも,アミガサユリの別名。また、その鱗茎(りんけい)を乾燥させたもの。漢方で鎮咳(ちんがい)・去痰(きょたん)・排膿(はいのう)薬などに用いる。,19
売約,ばいやく,売る約束をすること。,27
梅林,ばいりん,梅の木の林。うめばやし。,369
梅霖,ばいりん,梅雨。さみだれ。つゆ。,0
場外,ばがい,商品先物取引で、取引所の外のこと。また、取引所外取引のこと。,1247
馬革,ばかく,馬のなめしがわ。,15
馬関,ばかん,山口県の下関のこと。下関の古称、赤間関(あかまがせき)を赤馬関とも書いたところからいう。,213
馬脚,ばきゃく,１ 馬のあし。２ 芝居で、馬のあしを演じる役者。,129
馬具,ばぐ,馬につける装具の総称。鞍・轡(くつわ)・手綱・鐙(あぶみ)など。,816
爆圧,ばくあつ,爆風により起こる圧力。,120
幕営,ばくえい,１ 幕を張りめぐらした陣営。２ テントを張って野営すること。,150
博奕,ばくえき,双六(すごろく)・囲碁など、勝負を争う遊戯の総称。また、金品をかけて行う勝負事。ばくち。,982
幕下,ばくか,１ 張りめぐらした幕の中。陣営。２ 近衛大将の唐名。３ 将軍の異称。４ 将軍の配下の者。また、家来。手下。,2135
麦芽,ばくが,麦を発芽させたもの。特に、大麦のものをいう。ビール・水飴(みずあめ)の製造に用いる。麦もやし。,345
麦蛾,ばくが,キバガ科の昆虫。小形で灰褐色。幼虫は黄白色で、稲・麦の穂や貯蔵穀物を食害する。,0
爆轟,ばくごう,爆発的に燃焼するとき、火炎の伝播速度が音速を超える現象。ダイナマイトを雷管で点火したときや、雷汞(らいこう)などの鋭敏な爆薬に点火したときに起こる。デトネーション。,110
博才,ばくさい,博打(ばくち)に勝つ才能。,7
幕舎,ばくしゃ,テント張りの営舎。,313
麦秀,ばくしゅう,麦の穂がのびること。,0
麦秋,ばくしゅう,麦の取り入れをする季節。初夏のころ。むぎあき。むぎのあき。,50
麦穂,ばくすい,むぎの、ほ。,52
曝葬,ばくそう,死体を山地・原野などに、空気中にさらしておく葬法。風葬・樹上葬・鳥葬など。,0
爆竹,ばくちく,竹または紙の筒に火薬を詰めたものを並べてつなぎ、次々に爆発させる音響花火。古くから中国で行われているもので、慶事・祝日に用いる。,315
爆燃,ばくねん,内燃機関で、燃料が異常燃焼を起こし、金槌(かなづち)でたたくような音を発すること。また、その異常燃焼。デトネーション。爆燃。,27
麦飯,ばくはん,麦だけ、または米に麦をまぜて炊いためし。むぎめし。,347
幕府,ばくふ,１ 陣中で将軍がいる所。柳営。２ 近衛府の唐名。また、近衛大将の居館。３ 武家政権の政庁。また、その権力組織。源頼朝が建久元年（1190）に右近衛大将に任ぜられたことからその居館を幕府と称するようになった。,30216
幕末,ばくまつ,江戸幕府の末期。安政元年（1854）の日米和親条約締結による開国から、慶応3年（1867）の大政奉還による政権移譲まで、またはそれに至る30～40年間をいう。,5900
爆鳴,ばくめい,爆発のとき大きな音を発すること。また、その音。,12
曝涼,ばくりょう,夏、または秋の天気のよい乾燥した日を選んで衣類・書籍などを日にさらし風を通して、かびや虫のわくのを防ぐこと。虫干し。,14
馬群,ばぐん,馬の群れ。馬の一団。,333
化学,ばけがく,「化学(かがく)」を同音の「科学」と区別するためにいう語。,20498
馬券,ばけん,競馬で、勝ち馬を予想して買い、的中すれば払い戻し金を得ることができる券。単勝式・複勝式・連勝複式・連勝単式などの種類がある。馬券。,1656
馬耕,ばこう,馬を使って田畑を耕すこと。,39
馬歯,ばし,自分の年齢をへりくだっていう語。馬齢。,0
馬主,ばしゅ,馬の持ち主。特に、競走馬の持ち主。うまぬし。ばぬし。,1763
馬首,ばしゅ,馬の首。また、馬の向かう方向。,678
馬術,ばじゅつ,馬を乗りこなす術。オリンピック競技では、馬場馬術（ドレッサージュ）・障害飛越(ひえつ)（ジャンピング）・総合馬術（イベンティング）の3種目がある。,1069
芭蕉,ばしょう,１ バショウ科の多年草。高さ約5メートルの葉鞘(ようしょう)の密に重なった偽茎が直立し、先に葉をつける。葉は長さ約2メートルの楕円形で、葉脈に沿って裂けやすい。夏、黄色の雄花と雌花との穂ができ、まれに結実。中国の原産で、古くに渡来し、庭に植えられる。にわみぐさ。２ マカジキ科の海水魚。全長約2メートル。体はやや側扁し、第1背びれが著しく大きい。体色は濃黒青色で、17本の青色斑点の横列がある。東北地方から南に分布し、他のカジキ類よりも沿岸に近づく。３ 江戸前期の俳人。姓名は松尾宗房。俳号は，はじめ宗房を用い，江戸に下って桃青（とうせい）と号した。別号は，立机（りつき）後に坐興庵，栩々斎（くくさい），花桃夭（かとうよう），華桃園など，深川退隠後に泊船堂，芭蕉翁，芭蕉洞，芭蕉庵，風羅坊など。好んで，はせを，芭蕉とも署名した。伊賀上野(現，三重県上野市)の城東，赤坂の農人町に生まれ，元禄7年10月12日に大坂で客死，遺言によって近江の粟津義仲寺に葬られた。４ 謡曲。三番目物。金春禅竹(こんぱるぜんちく)作。芭蕉の精が中国の楚の僧の前に現れ、世の無常と芭蕉にまつわる故事を語り、舞をまう。,3458
馬上,ばじょう,１ 馬の上。また、馬に乗っていること。２ 馬に乗ること。乗馬。３ 騎馬武者。４ 馬に乗って戦場を駆けること。また、戦場。,3068
馬食,ばしょく,馬のように大食いをすること。,19
馬身,ばしん,馬の鼻先から尻までの長さ。競馬では、馬と馬との間隔を表す。,2367
馬爪,ばず,鼈甲(べっこう)の代用にする馬の爪。,0
場銭,ばせん,露店などを出すための場所代。また、劇場などでの席料。,21
馬氈,ばせん,馬の鞍(くら)の上に敷くもの。布や毛皮などで作る。鞍敷。,0
馬前,ばぜん,馬の前。騎馬の前。,0
馬装,ばそう,乗馬に際して馬に装着される馬具・装具。特に、軍人が乗馬のとき、その服装に準じて用いることを定められたもの。,12
馬足,ばそく,１ 馬の足。馬脚。２ 尖足(せんそく)のこと。,0
馬橇,ばそり,馬に引かせるそり。,179
馬体,ばたい,馬のからだ。馬のからだつき。,462
場代,ばだい,場所を借りる代金。席料。場所代。,40
馬代,ばだい,１ 馬の借り賃。２ 室町・江戸時代、武家の間で、馬を贈る代わりに贈った金銀。馬代銀。,0
馬鐸,ばたく,馬具の一。中につるした棒と触れ合って鳴る青銅製の小さな鈴。日本では古墳時代の飾り馬の胸につるした。中国では馬鈴とよぶ。,17
撥脚,ばちあし,撥の形をした机などの脚。,0
撥面,ばちめん,琵琶の胴の中ほど、撥の当たるところに横長に張られた革。撥皮。,0
撥指,ばちゆび,手足のすべての指の先端が膨らみ、太鼓のばちのような形になる症状。爪の下の柔らかい組織が隆起し、爪が丸みを帯び大きくなる。肺癌(はいがん)・肺線維症・気管支拡張症などの肺疾患や、チアノーゼを伴う心疾患、肝硬変などに伴って見られる。,0
撥鏤,ばちる,象牙彫りの一。表面を染色した象牙に毛彫りで文様を施したもの。彫った部分が白く表される。中国、唐代に盛行し、日本には奈良時代に伝えられた。撥(は)ね彫り。,0
麦角,ばっかく,麦角菌が麦類の穂に寄生してつくる菌核。長さ約1～3センチの角(つの)状で表面は紫黒色。アルカロイドを含み有毒。陣痛促進・子宮止血剤に使用。,78
爆管,ばっかん,薬莢(やっきょう)内の火薬に点火する装置。衝撃によるものと電気によるものとがある。,6
麦稈,ばっかん,むぎわら。,108
曝気,ばっき,下水処理で、微生物が有機物を分解するのに必要な酸素を供給するために、空気を吹き込んだり攪拌(かくはん)したりすること。気曝(きばく)。,29
末家,ばっけ,本家から分かれた家。分家。また、本家から血縁の最も遠い家。まっけ。,0
罰酒,ばっしゅ,宴席などで、罰として酒を飲ませること。また、その酒。,0
抜重,ばつじゅう,スキーやスノーボードで、雪面にかかる重さを減らすこと。屈伸やステップの踏み替えなどによって行う。また、オートバイや自転車の操作で、重心を移動させるテクニックについてもいう。,2
末女,ばつじょ,すえの娘。まつじょ。,0
抜染,ばっせん,捺染(なっせん)法の一。無地染めの布帛(ふはく)に抜染剤をまぜた糊(のり)をつけ、蒸気や薬品でその部分の地色を抜いて模様を表すこと。脱色とともに他の色で染めることもある。ぬきぞめ。,2
閥族,ばつぞく,１ 身分の高い家柄。また、その一族。２ 閥をつくっている一族や集団。,67
罰俸,ばっぽう,官公吏などの懲戒処分として、一定期間俸給の全部または一部を役所に納付させたこと。減俸。,9
伐木,ばつぼく,樹木を切り倒すこと。,87
馬丁,ばてい,馬の世話や口取りをする人。,818
馬蹄,ばてい,馬のひづめ。,910
