name,reading,meaning
満足,まんぞく,１ 心にかなって不平不満のないこと。心が満ち足りること。また、そのさま。２ 十分であること。申し分のないこと。また、そのさま。３ 数学で、ある条件を満たしていること。
漫談,まんだん,１ くつろいだ気分でする、とりとめもない話。２ 寄席演芸の一。軽妙な口調で、社会風俗・時事問題の風刺・批評なども取り入れて、聴衆を笑わせる話芸。大正末ごろ、トーキー映画の発達で職を失った活動写真の弁士らが始めた。
満天,まんてん,空に満ちていること。また、空いっぱい。空一面。
満点,まんてん,１ 規定の点数の最高点。また、それに達すること。２ 申し分のないこと。非難すべきところがないこと。
満杯,まんぱい,１ 容器がいっぱいになること。２ 収容できる人員がいっぱいになること。予定した数量に達すること。
万病,まんびょう,あらゆる病気。多くの病気。
満腹,まんぷく,１ 腹がいっぱいになること。飽腹(ほうふく)。２ 多く、「満腹の」の形で、心からの、満身の、などの意を表す。
満遍,まんべん,１ 残るところがないこと。全体。２ 禅宗で、平均・平等の意。
漫漫,まんまん,広々と果てしないさま。
満満,まんまん,満ちあふれているさま。満ち満ちているさま。
満面,まんめん,顔じゅう。顔いっぱい。
漫遊,まんゆう,気の向くままに各地を回って旅すること。
満了,まんりょう,一定の期間がすっかり終わること。
真赤,まあか,純粋な赤。まっか。
真鰺,まあじ,アジ科の海水魚。全長約40センチ。体は紡錘形で側扁し、体側を「ぜんご」とよぶ硬いうろこが1列走る。背面は暗緑色、腹面は銀色。北海道以南の沿岸域を群泳し、夏季に北上する。食用。あじ。
真網,まあみ,2艘(そう)の船で網漁をするとき、右方の船に積む袋網と右側の袖網(そであみ)。また、真網船。
毎秋,まいあき,秋の季節ごと。毎年の秋。まいあき。
舞扇,まいおうぎ,舞をまうときに用いる扇。多くは、色彩の美しい大形の扇。
毎夏,まいか,夏の季節ごと。毎年の夏。まいなつ。
舞衣,まいぎぬ,１ 舞をまうときに着る衣服。舞衣装。まいごろも。２ 能装束の一。長絹(ちょうけん)に似て、脇から裾まで縫いとじてある広袖(ひろそで)の単(ひとえ)の上衣。女神や竜女などに用いる。
埋却,まいきゃく,地中などにうめること。また、うまること。
舞車,まいぐるま,祭礼のときに出す山車(だし)。
埋骨,まいこつ,死者の骨を土中に葬ること。
毎歳,まいさい,毎年。としごと。
舞阪,まいさか,静岡県浜松市の地名。旧町名。浜名湖口の東岸に位置し、もと東海道の宿場町。ウナギの養殖が盛ん。弁天島があり、観光地。
昧者,まいしゃ,おろかもの。愚者。
毎春,まいしゅん,春の季節ごと。毎年の春。まいはる。
埋草,まいそう,青刈り飼料をサイロなどに詰め、乳酸発酵させて貯蔵した家畜飼料。エンシレージ。
舞茸,まいたけ,サルノコシカケ科のキノコ。秋にクリ・ナラなどの大木の根元に生える。茎はよく分岐し、多数の傘が重なり合って大きな塊状となり、表面は灰白色または暗褐色で裏面は白い。美味。
舞鶴,まいづる,１ 舞っているツル。２ 紋所の名。ツルが翼を広げた姿をかたどったもの。３ 京都府北部、若狭湾に面する市。西舞鶴はもと田辺といい、京極・牧野氏の城下町、商港として発展。東舞鶴は旧海軍の軍港。第二次大戦直後は引き揚げ港となった。
毎冬,まいとう,冬の季節ごと。毎年の冬。まいふゆ。
舞殿,まいどの,神社の境内に設けた、舞楽を行うための建物。神楽殿(かぐらでん)。
舞人,まいにん,舞を舞う人。特に、舞楽を舞う人。ぶにん。まいにん。
舞萩,まいはぎ,マメ科の小低木。高さ約80センチ。葉は3枚の長楕円形の小葉からなる複葉で、頂の小葉が長く、側小葉は温度と光線の加減で上下運動をする。秋、紅色がかった淡黄色の花を総状につける。熱帯アジアなどに分布。
米原,まいばら,滋賀県北東部にある市。琵琶湖東岸から伊吹山地に広がる。太平洋側と日本海側とを結ぶ鉄道・道路交通の要地。平成17年（2005）2月に山東町、伊吹町、米原(まいはら)町が合併して成立。同年10月に近江町を編入。
舞姫,まいひめ,１ 舞を舞う女性。踊り子。ダンサー。２ 五節(ごせち)の舞に出る少女。
巻文,まいぶみ,巻物仕立てにされた文書。まきぶみ。
舞舞,まいまい,１ 曲舞(くせまい)およびそれから派生した幸若舞(こうわかまい)の異称。２ カタツムリの別名。３ 甲虫目ミズスマシ科の昆虫。川や池の水面をくるくる回って泳ぎ、体長7ミリくらい。背はやや膨らみ、長卵形で滑らかで、黒褐色。幼虫は水生で、成虫とともに肉食。まいまいむし。うずむし。
毎葉,まいよう,葉・紙などの1枚ごと。各葉。
真鰯,まいわし,１ ニシン目ニシン科の海水魚。全長約20センチ。体は細長く、やや側扁する。背側は青緑色で、体側に1～3列の黒点が並ぶ。植物プランクトンを主食とし、沿岸の表層を回遊する。食用、また養魚の餌とする。大きさにより、しらす・ひらご・小羽・中羽・大羽とよばれる。ななつぼし。いわし。
前石,まえいし,役石(やくいし)の一。蹲踞(つくばい)や石灯籠(いしどうろう)の前に据える石。
前板,まえいた,１ 額の上部の頭髪。２ 女子または元服前の男子の額の上の髪を別に束ねたもの。向こう髪。３ 前髪姿の男子。元服していない少年。
前緒,まえお,履物の前壺(まえつぼ)にすげる緒。
前帯,まえおび,１ 帯を前で結ぶこと。また、その帯。江戸時代、既婚の女性などが多く用いた。前結び。２ 近世の上方で、まゆをそり、歯を黒く染めた年増(としま)。
前頭,まえがしら,相撲で、小結の次位、十両の上位。定数はないが、通例東西15人前後で、その第1位を前頭筆頭といい、以下前頭何枚目と数える。
前方,まえかた,１ 前後や序列の、先の方。前側の方。２ 前の方向。ぜんぽう。３ 以前。先ごろ。４ 事前。あらかじめ。５ 時代遅れなこと。また、そのさま。６ 不慣れなこと。また、そのさま。未熟。７ 控えめであること。また、そのさま。
前廉,まえかど,１ 以前。先ほど。まえかた。２ 事前。前もって。まえかた。
前髪,まえがみ,１ まるい鏡。２ まるい月。満月。３ 丸餅。鏡餅。
前神,まえがみ,二座以上の神を祭った神社で、主神以外の神のこと。
前桐,まえぎり,箪笥(たんす)などで、前部の板だけに桐材が使ってあること。また、そのもの。総桐などに対していう。
前句,まえく,連歌・俳諧で、付句(つけく)の前に位置する句。
前芸,まえげい,本芸に入る前に小手調べとして演じるちょっとした芸。
前腰,まえごし,袴(はかま)の前側のひもの、腹に当たる部分。
前先,まえさき,将来。また、将来を見抜くこと。
前裾,まえすそ,着物やスカートの下のへりで、前方の部分。
前壺,まえつぼ,下駄などの、鼻緒の前緒をすげる穴。また、その前緒。
前歯,まえば,１ 口の中の前面に並んだ上下4枚ずつの歯。切歯(せっし)。門歯。２ 下駄などの、前方の歯。
前橋,まえばし,群馬県中南部の市。県庁所在地。もと厩橋(うまやばし)といい、酒井・松平氏の城下町。江戸から大正時代、絹織物業で栄えた。平成16年（2004）に大胡(おおご)町・宮城村・粕川村を、平成21年（2009）に富士見村を編入。
前幅,まえはば,和裁で、前身頃(まえみごろ)の幅。また、その寸法。着物では脇縫目(わきぬいめ)から衽(おくみ)つけまで、ジュバン・羽織では襟つけまでの幅。
前原,まえばる,福岡県北西部にあった市。近世、宿場町・市場町として発展。平成22年（2010）に二丈町・志摩町と合併して糸島市になった。
前日,まえび,当日の前の日。ぜんじつ。
前褌,まえみつ,相撲で、まわしを締めたとき体の前面で横になっている部分。前まわし。
前厄,まえやく,厄年(やくどし)の前の年。厄年に次いで慎むべき年とされる。
前輪,まえわ,１ 前の方の車輪。２ 鞍橋(くらぼね)の前部の山形に高くなっている部分。
魔王,まおう,１ 仏道修行や善事を行おうとする気持ちを妨げる天魔の王。欲界の第六天の王。２ 人に災いを与えたり、悪の道に陥れたりする魔物。
麻黄,まおう,マオウ科の常緑小低木。高さ30～70センチ。茎は緑色で、外観はトクサに似る。葉は白い鱗片(りんぺん)状で、対生。雌雄異株。夏、小さな卵形の花穂をつける。地上茎を漢方で発汗・解熱・鎮咳(ちんがい)・利尿薬に用いる。中国北部・モンゴルに分布。
真岡,まおか,ロシア連邦サハリン州（樺太）の都市ホルムスクの、日本領時代の名称。
摩訶,まか,仏語。優れていること。大きいこと。偉大なこと。他の語や人名の上に付いて美称として用いることも多い。
禍神,まがかみ,災いをなす神。邪神。悪神。
間数,まかず,部屋の数。室数。
魔風,まかぜ,悪魔が吹かせ、人を誘う風。
真鉋,まかな,鉋(かんな)の美称。
真鴨,まがも,カモ科の鳥。全長約60センチ。雄は青首(あおくび)ともよばれ、頭部が濃緑色で、白い首輪があり、胸が栗色、くちばしは黄色。雌は全体に黄褐色。北日本で繁殖しているが、冬鳥としても池・湖に渡来。アヒルの原種。
真鰈,まがれい,カレイ科の海水魚。全長約40センチ。体は楕円形で平たく、口は小さい。両眼は体の右側にある。有眼側は淡褐色で、無眼側には黄色の帯がある。北日本に多く、美味。くちぼそ。
真雁,まがん,カモ科の鳥。全長72センチくらい。全体に灰褐色、くちばしが桃色で額が白い。ユーラシア・北アメリカ北部で繁殖。日本には冬鳥として渡来し、ガンでは最も数が多い。かり。
麻冠,まかんむり,漢字の垂れの一。「広」「床」などの「广」の称。まかんむり。
蒔石,まきいし,茶室の庭などに、まき散らしたように所々に置く石。
蒔絵,まきえ,器物の表面に漆で文様を描き、金・銀などの金属粉や色粉を蒔きつけて付着させる、日本独自の漆工芸。奈良時代に始まる。技法上から平(ひら)蒔絵・研ぎ出し蒔絵・高蒔絵に大別され、文様以外の地の装飾法である地蒔きには、沃懸(いかけ)地・平目地・塵(ちり)地・梨子(なし)地などがある。
巻袖,まきそで,和服の袖形の一。広袖の袖口を残し、下部を三角に折って仕立てたもの。仕事着・はんてんなどに用いる。三角袖。捻(ね)じ袖。
真北,まきた,正しく北にあたる方角。正北。
槙肌,まきはだ,ヒノキやコウヤマキの甘皮を砕いて繊維としたもの。舟や桶などの水漏れを防ぐために、材の合わせ目や継ぎ目に詰め込む。のみ。のめ。
真黍,まきび,トウモロコシの別名。
牧笛,まきぶえ,牧童の吹く笛。ぼくてき。
魔球,まきゅう,球技で、相手を惑わせる特別な変化球。
魔鏡,まきょう,光を当てて反射光を壁に投影すると、像や模様が陰影となって現れる金属鏡。薄く作った鏡の裏面に模様を鋳込んで表面（鏡面）を磨くと、鏡面に微細な凹凸が生じて反射光に明暗の差を作り出す仕組み。
幕板,まくいた,机の脚の間や板塀の上方などにある横に長い板。
幕内,まくうち,１ 相撲で、番付の第一段に名が記される前頭以上の力士。幕の内。２ 劇場で、舞台の幕より内側。劇場の表側に対する楽屋。また、楽屋に働く頭取・俳優・大道具・小道具・衣装・床山など。
幕串,まくぐし,幕を張るために土に打ちこんで立てる細い柱。幕柱。幕杭(まくぐい)。
膜骨,まくこつ,繊維性の結合組織内に、直接に骨組織が形成されてできる骨。頭骨の一部にみられる。結合組織骨。被蓋骨(ひがいこつ)。
秣桶,まぐさおけ,秣を入れる桶。飼葉桶。
秣場,まぐさば,秣を刈り取る草地。特に、一定地域の農民が共同で使用した草地。
幕下,まくした,相撲で、力士の地位の一。十両の次位、三段目の上位。昔は幕内に入らない者を総称したが、現在は、番付の二段目に名を書かれる力士のうち十両を除く者。
膜質,まくしつ,膜のような性質。また、そのような性質のもの。
膜状,まくじょう,膜のようであること。膜のような状態。
幕尻,まくじり,相撲で、幕内の最下位。前頭の末尾の地位。また、その力士。
馬糞,まぐそ,馬のくそ。ばふん。
幕外,まくそと,歌舞伎の演出で、幕が引かれたあと、その外側、主に花道で続けて演技を行うこと。
魔窟,まくつ,１ 悪の世界。悪魔のようなやり方。邪道。２ 仏語。欲界のうち、悪魔の住む世界。
幕電,まくでん,電光の一種。遠雷により、夜空の一部が明るく見える現象。また、雲内放電により、電光は雲に隠れて雲全体が光って見える現象。
膜壁,まくへき,仕切りとなる膜質のもの。
膜片,まくへん,膜の一部分が切り離されたもの。
幕見,まくみ,劇場で、一幕ごとの料金を払って芝居を見ること。また、その場所。一幕見(ひとまくみ)。
幕屋,まくや,１ 幕を張りめぐらした小屋。２ 能などの楽屋。幕で舞台と区切られている。
幕湯,まくゆ,温泉などで、貴人の入浴の際、他との混浴を避けるために、浴場の一部に幕を張ること。また、その浴場。
枕石,まくらいし,川原や浜から持ち帰って、死者の枕もとに置く石。埋葬ののち、戒名を書いて墓の上に置いたりする。
枕絵,まくらえ,男女の秘戯を描いた絵。春画。笑い絵。
枕貝,まくらがい,マクラガイ科の巻き貝。本州中部以南の浅海の砂泥底にすむ。貝殻は円筒形で、殻高4センチくらい。殻表は滑らかで光沢があり、淡褐色の地に黒褐色の稲妻模様が走る。
枕籠,まくらかご,昆虫飼育器の一。枕形の金網製の籠で、下半分を水中に浸し、水生の幼虫などの飼育に用いる。
枕刀,まくらがたな,寝るとき枕もとに置く護身用の刀。枕太刀。
枕紙,まくらがみ,１ 寝るとき枕もとに置く紙。２ 木枕の上の小枕をおおって汚れを防ぐ紙。
枕上,まくらがみ,寝ている人の枕のあたり。枕頭(ちんとう)。まくらがみ。まくらべ。
枕神,まくらがみ,夢枕に立つ神。夢の中に現れて神託を告げる神。
枕木,まくらぎ,鉄道のレールの下に横に敷き並べる部材。レールを固定して軌間を一定に保つとともに、鉄道車両の荷重を道床に分散させる働きをする。古くは木材が用いられたが、現在はPSコンクリート製が多い。
枕経,まくらぎょう,死者の枕もとで終夜読経(どきょう)すること。特に、納棺前に経をあげること。
枕崎,まくらざき,鹿児島県、薩摩(さつま)半島南部の市。東シナ海に臨み、漁業の基地。かつお節を特産。
枕机,まくらづくえ,死者の枕もとに据えて供物などを載せる机。
枕箱,まくらばこ,１ 箱形の木枕。箱枕。２ 枕を入れておく箱。ふつう5個または10個を入れる。
枕辺,まくらべ,枕のあたり。枕もと。
枕本,まくらぼん,１ 半紙を縦に二つ切りにし、それを袋綴(ふくろと)じにした横長の本。２ 春画の本。また、春本。
枕飯,まくらめし,死者の枕もとに供える飯。
馬鍬,まぐわ,牛や馬にひかせて水田の土をかきならす農具。長さ1メートルほどの横の柄に、刃を櫛(くし)状に取り付けたもの。うまぐわ。
魔軍,まぐん,悪魔の軍勢。仏道を妨げる一切の悪事のたとえにいう。
髷物,まげもの,髷を結っていた時代に取材した小説・演劇・映画など。時代物。ちょんまげもの。
真子,まこ,１ 魚類の腹にある卵。白子(しらこ)に対していう。２ 妻子を親しみ、いつくしんでいう語。
馬子,まご,馬をひいて人や荷物を運ぶことを職業とした人。うまかた。うまおい。
真鯉,まごい,種本来の色彩とうろこをもつコイのこと。体色は黒っぽい。
孫株,まごかぶ,株式会社が新株を発行して増資したのち、最初の決算期までに再度の増資を行って発行した株式。
孫子,まごこ,１ 孫と子。２ 子孫。後裔(こうえい)。
孫作,まごさく,小作人が地主から借りている田畑を又借りして耕作すること。
孫豆,まごまめ,インゲンマメの別名。
孫娘,まごむすめ,孫にあたる女子。子の娘。
馬籠,まごめ,岐阜県中津川市の地名。北にある妻籠(つまご)とともに中山道の宿場町として繁栄。島崎藤村の「夜明け前」の舞台。
勝様,まさざま,すぐれているさま。他よりもまさっているさま。まさりざま。
真鯖,まさば,サバ科の海水魚。全長約50センチ。体は紡錘形でわずかに側扁する。背側は青緑の地に黒色の流紋があり、腹側は銀白色。大群をなして沿岸の表層を回遊する。秋に特に美味。ひらさば。ほんさば。さば。
麻糸,まし,麻の繊維から作った糸。あさいと。
麻紙,まし,麻布または麻の繊維を原料として漉(す)いた紙。古代、写経などに用いられた。
真風,まじ,南または南西の風。まぜ。まじの風。多く西日本でいう。
真塩,ましお,煮つめて、苦塩(にがり)を除いた上等の塩。
真潮,ましお,１ 大きな潮の流れ。特に黒潮を指すことがある。⇔逆潮(さかしお)。２ しお。うしお。潮水。
猿子,ましこ,スズメ目アトリ科のマシコ属などの鳥の総称。スズメに似た大きさ・体形で、一般に雄は赤色をしている。日本ではベニマシコ・ハギマシコ・ギンザンマシコが繁殖し、アカマシコ・オオマシコが冬鳥として少数渡来。ましこどり。
益子,ましこ,栃木県南東部、芳賀(はが)郡の地名。益子焼の産地。
貧鉤,まじち,持ち主が貧しくなるように呪(のろ)いを込めた釣り針。
間尺,ましゃく,１ 建築物などの寸法。２ 損得の計算。利害の割合。
魔女,まじょ,１ マツモ科の褐藻。潮間帯の岩上に群生する。長さ約20センチ。茎に多数の短い枝が出て、松の新芽のような形になる。北海道・東北地方に、冬・春にみられ、食用。２ マツモ科の多年生の水草。池沼の水中に生える。長さ20～80センチ。茎は細長く、細かく裂けている葉が節ごとに輪生。夏、葉のわきに淡紅色の小花を1個ずつつける。よく金魚鉢などに入れる。金魚藻。
麻疹,ましん,小児に多い発疹性(ほっしんせい)の急性感染症。学校感染症の一。感染症予防法の5類感染症の一。病原体は麻疹ウイルスで、飛沫(ひまつ)感染する。約10日の潜伏期間を経て、発熱・咳(せき)・目の充血など風邪のような症状で始まり、口の中に白斑が現れ、特有の赤い発疹が出て顔から全身に広がる。肺炎を併発して死亡することもある。ワクチン接種によって予防できる。
魔神,まじん,１ 災いを起こす神。魔の神。悪魔。２ 星新一のショートショート作品。ちぐはぐな部品に収録。
