name,reading,meaning
排他,はいた,自分の仲間以外の者すべてをしりぞけて受け入れないこと。
敗退,はいたい,戦い・試合に負けてしりぞくこと。
胚胎,はいたい,１ みごもること。はらむこと。２ 物事の起こる原因やきざしが生じること。
配達,はいたつ,郵便物や商品などを指定された宛先へ届けること。
配置,はいち,人や物をそれぞれの位置・持ち場に割り当てて置くこと。また、その位置・持ち場。
拝聴,はいちょう,聴くことの意の謙譲語。つつしんで聞くこと。
配点,はいてん,試験で、各問題または各科目に点数を配分すること。また、その点数。
配電,はいでん,電力を需要場所に供給すること。
配当,はいとう,１ 割り当てて配ること。２ 会社などが、利益金の一部を出資者や株主に配り与えること。また、その金。現金配当・株式配当。３ 強制執行・破産手続において、債務者の財産をもって多数の債権者に割り当て弁済すること。４ 競馬・競輪などで、的中券に対する払い戻し額。
背徳,はいとく,道徳にそむくこと。
拝読,はいどく,読むことを、その筆者を敬っていう謙譲語。拝誦。
背任,はいにん,任務にそむくこと。
排膿,はいのう,化膿した部分を切開して膿(うみ)を出すこと。
背嚢,はいのう,皮や布で作った、背中に負う方形のかばん。軍人などが用いる。
拝眉,はいび,人に会うことを、その人を敬っていう謙譲語。拝顔。
配備,はいび,手配して準備を整えること。
廃品,はいひん,役に立たなくなった品物。不要になった品物。廃物。
配付,はいふ,配って各人の手に渡すこと。
配布,はいふ,配って広く行き渡らせること。
廃物,はいぶつ,役に立たなくなったもの。不要になったもの。廃品。
配分,はいぶん,割り当てて配ること。分配。
敗北,はいぼく,１ 戦いに負けること。２ 戦いに負けて逃げること。敗走。
配本,はいほん,発行した本を小売店・購読者に配ること。また、その本。
拝命,はいめい,任命されることをへりくだっていう語。命令を謹んで受けること。
背面,はいめん,１ 後ろの方。後ろの側。２ 物事の裏に隠されている別の面。
俳優,はいゆう,１ 映画・演劇などで、劇中の人物を演ずることを職業とする人。役者。２ 滑稽な身振りや歌舞をして人や神を楽しませる人。わざおぎ。
拝覧,はいらん,見ることをへりくだっていう語。謹んで見ること。拝見。
配慮,はいりょ,心をくばること。心づかい。
拝領,はいりょう,目上の人から物をいただくこと。
拝礼,はいれい,頭を下げて礼をすること。拝むこと。はいらい。
背礼,はいれい,礼儀にそむくこと。また、習俗に反する礼儀。
配列,はいれつ,１ 順序を決めて並べること。また、その並び。２ コンピューターのプログラミング言語における、データ形式の一。同じ型のデータの集合を意味し、個々のデータは変数の添え字で区別する。
廃炉,はいろ,１ 溶鉱炉・焼却炉などを廃止すること。また、廃止された炉。２ 原子炉の機能を永久に停止させること。炉心から燃料を取り出し、施設を解体し、放射性廃棄物を搬出する。廃止措置と同義。
破壊,はかい,建造物・器物・秩序・組織などをこわすこと。また、それらがこわれること。
破戒,はかい,１ 戒律を破ること。受戒者が戒法にそむく行為をすること。２ 島崎藤村の小説。明治39年（1906）刊。被差別部落出身の小学校教師、瀬川丑松が、周囲の因習と戦い、父の戒めを破って自己の素性を告白するまでの苦悩を描く。日本自然主義文学の先駆。
墓石,はかいし,墓のしるしに建てた石。死者の戒名・姓名・没年を刻むことが多い。ぼせき。
破格,はかく,１ しきたりや通例を破って、並はずれていること。また、そのさま。２ 詩や文章などで、普通のきまりからはずれていること。また、そのさま。
墓所,はかしょ,墓のある所。墓場。墓地。はかどころ。ぼしょ。
博士,はかせ,１ 学問やその道の知識にくわしい人。２ 学位の「博士(はくし)」の俗称。３ 律令制の官名。大学寮に明経(みょうぎょう)・紀伝（のちに文章(もんじょう)）・明法(みょうぼう)・算・音・書、陰陽(おんよう)寮に陰陽・暦・天文・漏刻、典薬寮に医・呪禁(じゅごん)などの各博士が置かれ、それぞれ専門の学業を教授した。４ 声明(しょうみょう)の経文の傍らに記して、音の高低・長短を示す記号。上がり下がりなど音の動きを線で視覚的に表した目安(めやす)博士と、音階（宮・商・角・徴(ち)・羽）を文字または記号で表した五音(ごいん)博士とに大別される。節博士(ふしはかせ)。
墓守,はかもり,墓所の世話をする人。墓の番人。
覇気,はき,１ 物事に積極的に取り組もうとする意気込み。２ 人の上に立とうとする強い意志。野心。野望。
破棄,はき,１ 破り捨てること。２ 契約・取り決めなどを一方的に取り消すこと。３ 事後審査を行う上級裁判所が、上訴に理由があるとして原判決を取り消すこと。
履物,はきもの,靴・サンダル・下駄・草履など足に履く物の総称。
破却,はきゃく,原形をとどめないように、すっかりこわすこと。
波及,はきゅう,物事の影響が波のように徐々に広がること。
覇業,はぎょう,力をもって天下を支配すること。覇者の事業。
破局,はきょく,事態が行き詰まって、関係・まとまりなどがこわれてしまうこと。また、その局面。悲劇的な終局。
博愛,はくあい,すべての人を平等に愛すること。
白衣,はくい,１ 白色の衣服。特に、医師・看護師・化学者などの、白い上着。びゃくえ。２ 古く中国で、無位無官の人。庶民。３ 吉村昭の小説。青い骨に収録。
博引,はくいん,ひろく引用すること。
迫害,はくがい,弱い立場の者などを追い詰めて、苦しめること。
博学,はくがく,ひろく種々の学問に通じていること。また、そのさまや、その人。
白眼,はくがん,１ 目の白い部分。しろめ。２ 冷たい目つき。
歯茎,はぐき,１ 歯の根をおおっている歯肉や上皮。歯齦しぎん。しけい。２ 歯。
迫撃,はくげき,目標に接近して撃つこと。
白紙,はくし,１ 白色の紙。しらかみ。２ 書くべきところに、何も書いてない紙。３ 意見などを何ももたないこと。４ 何もなかったもとの状態。５ 中国渡来の、白くて薄い紙。書画用。
博識,はくしき,ひろく知識があること。また、そのさま。博学多識。
白日,はくじつ,１ 照り輝く太陽。２ 真昼。白昼。３ 身が潔白であることのたとえ。
拍車,はくしゃ,乗馬靴のかかとに取り付ける金具。馬の腹に刺激を与えて速度を加減する。
薄謝,はくしゃ,わずかばかりの謝礼。また、人に対する謝礼をへりくだっていう語。寸志。薄志。
薄弱,はくじゃく,１ 意志や体力などが弱いこと。また、そのさま。２ あいまいではっきりしないこと。また、そのさま。
拍手,はくしゅ,手を打ち合わせて音を出すこと。神を拝んだり賞賛・賛成などの気持ちを表して、手をたたくこと。
白状,はくじょう,１ 隠していた事実や自分の犯した罪を申し述べること。２ 罪人が申し立てたことをしるした文書。くちがき。口供(こうきょう)。
薄情,はくじょう,人情に薄いこと。思いやりの気持ちがないこと。また、そのさま。
迫真,はくしん,真に迫っていること。表現されたものが現実の姿や場面にそっくり同じようであること。
剥奪,はくだつ,はぎ取ってうばうこと。力ずくで取り上げること。
剥脱,はくだつ,表面をおおっている物がはげて落ちること。また、はぎ落とすこと。
白昼,はくちゅう,まひる。ひるひなか。日中。白日。
白糖,はくとう,精製した白砂糖。白砂糖。
薄徳,はくとく,徳の少ないこと。寡徳。自分の徳行をへりくだっていう語。
白熱,はくねつ,１ 高温に熱せられた物体が白色光に近い光を出すこと。また、その状態。セ氏1300度以上に熱した場合などにみられる。２ 雰囲気・感情などが極度に熱を帯びた状態になること。
白髪,はくはつ,白くなった毛髪。しらが。
薄皮,はくひ,薄い皮。うすかわ。
白票,はくひょう,１ 用紙に何も記入せず、白紙でした投票。２ 国会で、記名投票によって表決を行うとき、議員が賛成の意思を表すのに用いる白色の票。しろひょう。
薄氷,はくひょう,薄く張った氷。うすごおり。
博物,はくぶつ,１ 広い分野にわたって知識が豊富なこと。また、いろいろな事物。２ 「博物学」の略。また、昭和初期までの小・中学校で、動物・植物・鉱物について学んだ学科。
剥片,はくへん,はがれて落ちたかけら。
薄片,はくへん,薄いかけら。平たい切れはし。
薄暮,はくぼ,日が暮れようとするころ。夕暮れ。たそがれ。
舶来,はくらい,外国から船によって運ばれてくること。外国から渡来すること。また、そのもの。
剥落,はくらく,はがれて落ちること。
博覧,はくらん,１ 広く物事を見たり書物を読んだりして、よく知っている・こと（さま）。１ 広く一般の人が見ること。
剥離,はくり,はがれること。また、はがすこと。
薄利,はくり,利益の薄いこと。少しの利益。また、そのさま。
迫力,はくりょく,見る人や聞く人の心に強く迫る力。
歯車,はぐるま,１ 円柱・円錐台などの周縁に歯を刻んだもので、対にして歯をかみ合わせることにより、回転運動を確実に伝える装置。機械に広く用いられ、平(ひら)歯車・斜歯(はすば)歯車・傘(かさ)歯車・ねじ歯車・ウオーム歯車などがある。２ ある組織を動かしている仕組み。また、その要員。
覇権,はけん,１ 覇者としての権力。力をもってする支配力。２ 競技などで優勝して得る栄誉。
派遣,はけん,１ ある使命をもっておもむかせること。２ 「派遣社員」「派遣労働者」の略。
破獄,はごく,１ 囚人が牢獄(ろうごく)を破って脱走すること。牢破り。脱獄。２ 吉村昭の小説。実在の受刑者で、4度の脱獄を成功させた白鳥由栄をモデルにした脱獄犯、佐久間清太郎を主人公とする。「世界」誌に昭和57年（1982）から昭和58年（1983）にかけて連載。単行本は昭和58年（1983）刊行。第36回読売文学賞・第35回芸術選奨文部大臣賞（文学部門）受賞。
破砕,はさい,粉々に砕けること。また、粉々に砕くこと。
端境,はざかい,新米と古米とが市場で入れ替わる9、10月ころ。季節性のある野菜・果物・生糸の取引などにもいう。
狭間,はざま,１ 物と物との間の狭い所。すきま。２ 谷。谷間。３ ある事柄と次の事柄との間の時間。４ 城壁に設けた、矢や鉄砲を発射するための小穴。矢狭間(やざま)。鉄砲狭間。
破産,はさん,１ 財産をすべて失うこと。２ 債務者が債務を完済することができなくなった状態。また、そうなった場合に、債務者の総財産をすべての債権者に公平に弁済するために、破産法で定められている制度。一般に、そのための裁判上の手続きをいうこともある。
端金,はしがね,物の端につける金属・金具。
梯子,はしご,１ 高い所へ登るための道具で、長い2本の材の間に足がかりの横棒を何本もつけたもの。立てかけたり、つるしたりして用いる。２ 階段。段梯子。３ 「梯子酒」の略。転じて、いくつかの場所を続けてわたり歩くこと。
端金,はしたがね,ある額に達しない半端な金銭。ごくわずかな金銭。はしたぜに。
端端,はしばし,１ あちこちの部分。また、ちょっとした部分。２ あちらこちらの場所。末端の方の場所。
覇者,はしゃ,１ 徳によらず、覇道によって天下を治める者。特に中国の春秋時代、周王室を守って夷狄(いてき)を退け（尊王攘夷）、諸国の同盟の中心となった者。斉の桓公、晋の文公など。２ 競技などで優勝した者。
把手,はしゅ,手に握る部分。取っ手。
派出,はしゅつ,仕事をさせるために人をさしむけること。
把針,はしん,針仕事。裁縫。
端数,はすう,ある位に着目したとき、その下の位の数。切りのよい位で切った場合の、余った分。
波数,はすう,波動における単位長さ当たりの波の数。波長の逆数。単位は毎メートル。
派生,はせい,もとのものから分かれて生じること。
端銭,はせん,わずかな金。はしたがね。はぜに。
破線,はせん,一定の間隔で切れ目を入れた線。目のあらい点線。
破損,はそん,壊れたり、傷ついたりすること。また、壊したり、傷つけたりすること。
旗色,はたいろ,１ 戦いの形勢。また広く、事の成り行き。２ 所属を示す旗の色・形。転じて、自分の所属・立場。
旗頭,はたがしら,１ ある集団の長。２ 旗の上方。３ 中世、地方の同族武士団の長。４ 近世、一朝事有る際に、諸侯を率いて京都防備にあたる者の俗称。
肌着,はだぎ,肌に直接つける衣類。下着。肌衣(はだぎぬ)。
旗印,はたじるし,１ 戦場で目印として旗につける紋所や文字。２ 行動の目標として掲げる主義・主張。
傍目,はため,はたの見る目。当事者以外の人から見た感じ。よそめ。
破談,はだん,一度取り決めた約束や相談、特に縁談を取り消すこと。破約。
破竹,はちく,１ 竹を割ること。２ 「破竹の勢い」の略。
波長,はちょう,１ 電磁波や音波などの波動で、波の山から次の山、または谷から次の谷までの水平距離。２ 互いの気持ちや意思などの通じぐあい。３ 星新一のショートショート作品。ありふれた手法に収録。
発案,はつあん,１ 案を考え出すこと。ある案を最初に言い出すこと。２ 議案を提出すること。
発意,はつい,思いつくこと。考え出すこと。ほつい。
発育,はついく,１ 育って大きくなること。成育。２ やしない育てること。
発煙,はつえん,煙を出すこと。
発音,はつおん,音声を出すこと。言語音を出すこと。また、その音声の出し方。
発火,はっか,１ 火を発すること。燃えだすこと。２ 銃砲に実弾を入れず、火薬だけこめて撃つこと。３ 火うち石で出した火を移し取るもの。火口(ほくち)。４ 神経細胞に刺激が加わり、活動電位が生じること。
発会,はっかい,１ 会を発足させること。会の組織ができて初めて会合を開くこと。また、その会合。２ 取引所で、各月の最初の立ち会い。
初顔,はつがお,１ 初めて参加したり登場したりした人。新顔(しんがお)。２ 相撲、競技などで、初めて対戦すること。
発覚,はっかく,隠していた悪事・陰謀などが明るみに出ること。
発刊,はっかん,新聞・雑誌などの定期刊行物を出しはじめること。また、図書などを出版すること。
発汗,はっかん,汗が出ること。汗を出すこと。
発癌,はつがん,癌が発生すること、また、発生させること。
発揮,はっき,もっている能力や特性などを十分に働かせること。
発議,はつぎ,１ 会議の席で意見などを言い出すこと。ほつぎ。２ 議員が議案を議院に提出して審議を求めること。ほつぎ。
薄給,はっきゅう,給料の少ないこと。安い給料。
発給,はっきゅう,役所が書類などを発行して与えること。
発狂,はっきょう,精神に異常をきたすこと。
発掘,はっくつ,１ 地中に埋もれているものを掘り出すこと。２ 考古学で、埋もれた遺跡を掘り出す作業。 世間に知られていないすぐれた人やものを見つけ出すこと。
発券,はっけん,１ 銀行券などを発行すること。２ 切符などを発行すること。
発見,はっけん,まだ知られていなかったものを見つけ出すこと。また、わからなかった存在を見いだすこと。
発現,はつげん,１ 現れ出ること。また、現し出すこと。２ 遺伝子がもっている遺伝情報が、さまざまな生体機能をもつたんぱく質の合成を通じて具体的に現れること。
発言,はつげん,言葉を出すこと。口頭で意見を述べること。また、その言葉。はつごん。
初恋,はつこい,１ 生まれて初めての恋。２ 島崎藤村の詩。明治30年（1897）刊行の「若菜集」に収録。３ 日本のポピュラー音楽。歌はシンガーソングライター、村下孝蔵。1983年発売。４ ロシアの作家ツルゲーネフの短編小説。1860年発表。
薄幸,はっこう,幸せに恵まれないこと。また、そのさま。
発光,はっこう,１ 光を発すること。２ 吉原幸子の詩集。1995年刊。著者の生前に刊行された最後の詩集。第3回萩原朔太郎賞受賞。
発効,はっこう,法律や規則などの効力が発生すること。
発向,はっこう,１ 出発して目的地に向かうこと。２ 流行すること。
発行,はっこう,１ 図書・新聞・雑誌などを印刷して、世に出すこと。２ 紙幣・債券・証明書・定期券・入場券などを作って、通用させること。３ 流行すること。
白骨,はっこつ,風雨にさらされて白くなった骨。
発散,はっさん,１ 内部にたまったものが外部へ散らばって出ること。また、外部へ散らばり出ること。２ 一点から出た光が広がって進むこと。３ 数学で、無限数列・無限級数や関数の値が、極限で有限値に近づかず、正あるいは負の無限大となるか、振動するかになること。
発射,はっしゃ,弾丸やロケットなどを打ち出すこと。
発車,はっしゃ,汽車・電車・バスなどが出発すること。
発症,はっしょう,病気の症状が現れること。
発条,はつじょう,ばね。ぜんまい。
発色,はっしょく,１ 色を出すこと。２ 染め物やカラー写真・フィルムなどの色の仕上がり。
発信,はっしん,１ 電信や電波を発すること。２ 電報・郵便物などを送ること。
発振,はっしん,振動を発生すること。電気振動についていうことが多い。
発進,はっしん,１ 飛行機や軍艦・部隊などが、基地から出発すること。２ 自動車を発車させること。３ 行動を起こすこと。また、動き始めること。
撥水,はっすい,布・紙などが、表面で水をはじくこと。
発生,はっせい,１ 物事が起こること。生じること。２ 受精卵や胞子から、多細胞の高次な状態へ不可逆的に変化・発展すること。個体発生をさす。
発声,はっせい,１ 声を出すこと。声の出し方。また、その声。２ 多数の人が唱和するとき、最初に声を出して音頭をとること。３ 宮中の歌会で、講師(こうじ)が歌を節をつけずに読み上げたあとで、初句を節をつけて歌い上げること。また、その役。
発想,はっそう,１ 物事を考え出すこと。新しい考えや思いつきを得ること。また、その方法や、内容。２ 芸術作品など、表現のもとになる考えを得ること。３ 音楽で、楽曲のもつ気分や情緒を緩急・強弱などによって表現すること。
発送,はっそう,荷物や郵便物などを送り出すこと。
発達,はったつ,１ 発育して完全な形態に達すること。２ 進歩発展すること。３ 規模が次第に大きくなること。４ 生体が、時間的経過に伴って形態・技能・行動などを変化させていくこと。また、その過程。
発着,はっちゃく,出発と到着。
発注,はっちゅう,注文を出すこと。
発展,はってん,１ のびひろがること。勢いなどが盛んになり、栄えること。２ 高い段階に進むこと。３ 盛んに活躍すること。異性関係にいうことが多い。
発電,はつでん,電気を起こすこと。火力・水力・原子力などによって電力を発生させること。
法度,はっと,１ 禁止されている事柄。２ 武家時代の法令。近世においては武家諸法度・禁中並公家諸法度・寺院法度・諸士法度がある。３ おきて。法律。
発動,はつどう,１ 動き始めること。活動を始めること。２ 事件などを処理するために、法的権限を行使すること。３ 動力を起こすこと。
初荷,はつに,１ 正月の商い初めの商品を、問屋や商店などが、美しく飾った車や馬で取引先に送り出すこと。また、その荷。もと、2日に行われた。２ 季節ものの商品の、最初の出荷。また、その荷。
初値,はつね,取引所で、新年の大発会の最初にできた相場。
発熱,はつねつ,１ 熱を発生すること。２ 病気などで体温が異常に高くなること。ほつねつ。
発馬,はつば,競馬などで、馬が走り出すこと。
発破,はっぱ,爆薬を仕掛けて岩石などを爆破すること。また、その爆薬。
発売,はつばい,商品を売り出すこと。
発病,はつびょう,病気が起こること。病気になること。
発表,はっぴょう,１ 世間へ表向きに知らせること。広く知らせること。２ 内部にあったものが、外へ向けてあらわれること。
発布,はっぷ,法律などを世間に広く告げ知らせること。公布。
発憤,はっぷん,何かに刺激されて精神を奮い起こすこと。
発砲,はっぽう,小銃や大砲などを撃つこと。
初耳,はつみみ,初めて耳にすること。初めて聞くこと。また、その話。
発明,はつめい,１ 今までなかったものを新たに考え出すこと。特に、新しい器具・機械・装置、また技術・方法などを考案すること。２ 物事の道理や意味を明らかにすること。明らかに悟ること。３ 賢いこと。また、そのさま。利発。
発毛,はつもう,毛が生えること。
発問,はつもん,問いを発すること。質問を出すこと。
初夢,はつゆめ,１ 新年最初に見る夢。ふつう元日または2日の夜に見る夢をいう。２ 星新一のショートショート作品。宇宙のあいさつに収録。
溌剌,はつらつ,１ 生き生きとして元気のよいさま。２ 魚が飛び跳ねるさま。
発令,はつれい,１ 法令・辞令などを出すこと。２ 警報を出すこと。
発露,はつろ,心の中にあるものや隠していたことがおもてに現れ出ること。また、現し出すこと。
派手,はで,１ 姿・形・色彩などが華やかで人目をひくこと。また、そのさま。２ 態度・行動などが大げさなこと。また、そのさま。
覇道,はどう,儒教の政治理念で、武力や権謀をもって支配・統治すること。
波動,はどう,１ 波のうねるような動き。２ 空間の一部に生じた状態の変化が、次々に周囲に伝わっていく現象。水の波・音波などの弾性波や、光・X線などの電磁波などにみられる。
鳩派,はとは,強硬手段を用いず、穏健に問題を解決しようとする立場の人たち。
鳩胸,はとむね,１ 胸部が、鳩の胸のように大きくふくらんでいること。２ 近世の具足で、胸を大きくふくらませた鉄製の胴。３ 鐙(あぶみ)の前方の丸くそり返った部分。４ 三味線の棹(さお)が胴に接する部分のふくらんだところ。
鼻息,はないき,１ 鼻でする息。２ 意気込み。３ 人の機嫌。人の意向。
鼻歌,はなうた,気分のよいときなどに、鼻にかかった低い声で歌をうたうこと。また、その歌。
花形,はながた,１ 花の形。また、花の模様。２ 人気があって、一座の代表的な俳優。転じて、ある分野で人気があり、注目を集めている人や事柄。
花柄,はながら,花の模様を施してあること。また、その模様。
鼻声,はなごえ,１ 風邪などで鼻の詰まったときの声。２ 甘えたときに出す鼻にかかった声。３ 涙にむせんで鼻にかかった声。
鼻先,はなさき,１ 鼻の先端。鼻の頭。２ 目の前。３ 物の先端。
咄家,はなしか,落とし噺・人情噺・芝居噺などをすることを職業とする人。落語家。
鼻筋,はなすじ,眉間(みけん)から鼻先までの線。鼻梁(びりょう)。
花園,はなぞの,１ 花の咲く草木の多くある園。２ 京都市右京区の双ヶ岡(ならびがおか)の東側一帯。平安初期に清原夏野が別荘を造り、花園と称した。花園上皇の離宮であった妙心寺や、仁和寺・竜安寺がある。３ 大阪府東大阪市東部の地名。付近に花園ラグビー場がある。
花代,はなだい,芸者や娼妓を揚げて遊ぶ代金。揚げ代。玉代(ぎょくだい)。
鼻高,はなだか,１ 鼻の高いこと。また、そのさま。２ 得意そうであること。また、そのさま。鼻高々。３ 天狗(てんぐ)の異称。
花束,はなたば,花を何本か束ねたもの。
花婿,はなむこ,結婚したばかりの男性。また、結婚式でこれから婿になる男性。
花嫁,はなよめ,結婚したばかりの女性。また、結婚式でこれから嫁となる女性。
花輪,はなわ,生花や造花を輪に作ったもの。慶弔などの意を表すのに用いる。
派閥,はばつ,出身・縁故・利害・政治的意見などで結びついた人々が形成する排他的な小集団。
幅広,はばびろ,１ 普通のものより幅の広いこと。また、そのさま。２ 「幅広帯」の略。
破片,はへん,壊れた物のかけら。
浜方,はまかた,１ 浜の方面。２ 浜に住む人々。特に、漁業など海に関する仕事に携わる人々。
浜辺,はまべ,浜の水際。また、浜。海辺。
破滅,はめつ,１ ほろびること。人格・家・国家などが成り立たなくなること。滅亡。２ 星新一のショートショート作品。妄想銀行に収録。
端物,はもの,１ 一部が欠けていて、ひとそろいにならないもの。はんぱもの。はしたもの。２ まとまった量にならないもの。また、単発的なもの。３ 新内節で、義太夫節から移入した段物に対し、新内節独自に作られた曲。４ 常磐津(ときわず)・清元・長唄などで、歌い物的な、叙情的な短編の曲。また、それを地とする舞踊。５ 講談で、短い読み物。
波紋,はもん,１ 水面に物の落ちたときなどに、いく重にも輪を描いて広がる波の模様。２ 次々と周囲に動揺を伝えていくような影響。３ 池波正太郎の時代小説短編集。1983年刊行。「剣客商売」シリーズ第13作。
破門,はもん,１ 師弟の関係を絶って門下から除くこと。２ 信徒としての資格を剝奪(はくだつ)し、教会・宗門から除名・追放すること。
早足,はやあし,１ 歩き方の速いこと。速い足どりで歩くこと。２ 馬術で、1分間210メートルの速度を基準とする駆け方。トロット。
早馬,はやうま,１ 馬や駕籠(かご)を走らせて急を知らせる使者が走らせる馬。また、その使者。２ 速く走る馬。
