name,reading,meaning,example
再戦,さいせん,ふたたび戦うこと。,901
再選,さいせん,選挙で、前回選ばれた人を再び選出すること。また、再び選出されること。,1510
最前,さいぜん,１ いちばん先。いちばん前。２ さきほど。さっき。副詞的にも用いる。,1063
最善,さいぜん,１ いちばんよいこと。いちばん適切なこと。２ できるかぎりのこと。ベスト。,1994
再訴,さいそ,却下されたり取り下げたりした訴訟や嘆願をふたたび出すこと。,3
再送,さいそう,１ もう一度送りなおすこと。２ かつて行われていた特殊取扱電報の一。受信人が転居した場合などに、受信人の代理の者などが受信局に請求して、新住所へ再送してもらう電報。,127
催促,さいそく,物事を早くするようにうながすこと。,2289
最速,さいそく,あるもののなかで、もっとも速いこと。,1839
細則,さいそく,総則・通則などで定めたことについて、さらに細かく決めた規則。,176
最多,さいた,もっとも多いこと。,6396
妻帯,さいたい,妻を持つこと。妻がいること。,613
最大,さいだい,もっとも大きいこと。,52708
再訂,さいてい,１ もう一度訂正すること。２ 書物を再版するときに、初版の誤りなどを部分的に直すこと。,11
最低,さいてい,１ 最も低いこと。 ２ 程度や位などが最も低いこと。最下級。３ 品性が下劣な・こと（さま）。,7654
裁定,さいてい,物事の善悪・可否を判断して決めること。,1683
最適,さいてき,いちばん適していること。また、そのさま。,4925
再転,さいてん,一度変わった事の成り行きが、また変わること。,23
採点,さいてん,評価して点数をつけること。また、つけた点数。,1224
祭典,さいてん,１ 祭りの儀式。祭儀。２ 大がかりで、はなやかな行事。,1539
再度,さいど,ふたたび。二度。両度。,11004
再読,さいどく,１ もう一度読むこと。読みなおすこと。２ 漢文を訓読するときに、一度読んだ文字をもう一度読むこと。底反り。,147
災難,さいなん,１ 思いがけず身にふりかかってくる不幸な出来事。２ 星新一のショートショート作品。きまぐれロボットに収録。,2541
再任,さいにん,もう一度前と同じ職務に就くこと。また、就けること。,655
再認,さいにん,１ 一度認めたことを、また認めること。再び認可すること。２ 心理学で、ある対象に対して、過去に経験したこととして確認することをいう。,55
裁人,さいにん,争い事をとりさばき、仲直りさせる人。,0
再燃,さいねん,１ 消えた火が再び燃えだすこと。２ 衰えていた物事が勢いを盛り返すこと。３ 解決したと思われていた物事が再び問題になること。４ 治まっていた病状や症状が再び悪化すること。,661
才能,さいのう,１ 物事を巧みになしうる生まれつきの能力。２ 星新一のショートショート作品。ご依頼の件に収録。,15135
採納,さいのう,採用すること。取り上げること。,6
再拝,さいはい,１ 二度繰り返して礼拝すること。２ 手紙の終わりに相手に敬意を表して用いる語。,111
栽培,さいばい,植物を植えて育てること。魚介類の養殖にもいう。,12414
再発,さいはつ,１ おさまっていた病気がもう一度起こること。さいほつ。２ 同じような事態がまた発生すること。さいほつ。３ 前に発売したレコードやCDなどを、同じ原盤を用いて再び発売すること。,2430
再版,さいはん,前に出版した図書を同一の紙型や原版を用いて、再び出版すること。また、その図書。,617
再犯,さいはん,１ 再び罪を犯すこと。２ 懲役に処せられた者が、その執行を終わり、または執行の免除のあった日から5年以内に罪を犯し、有期懲役に処せられること。刑が加重される。,226
裁判,さいばん,１ 裁き、判定を下すこと。２ 司法機関が訴訟について、法律に基づいた判断を行うこと。判決・決定・命令の三種の形式がある。３ 政務をとりしきること。,18453
採否,さいひ,採用するかしないかということ。採用と不採用。,64
歳費,さいひ,１ 1年間の費用。２ 国庫から国会議員に支給される1年間の給与。,131
細微,さいび,１ 非常に細かいこと。また、そのさま。微細。２ 身分が卑しいこと。微賤。,36
彩筆,さいひつ,１ 美しい筆。２ 色を塗るのに用いる筆。３ 美しくいろどられた絵や文章。,12
才筆,さいひつ,うまい文章。また、文章を書く才能。,44
細筆,さいひつ,１ 細字用の穂の細い筆。ほそふで。２ 字を細かく書くこと。細書。３ 細かいことまで詳しく書くこと。,39
砕氷,さいひょう,氷を砕くこと。また、その砕かれた氷。,315
細氷,さいひょう,微細な氷の結晶が、大気中をゆっくり降下する現象。,18
細評,さいひょう,詳しく批評すること。,0
細部,さいぶ,細かい部分。,3759
細分,さいぶん,細かく分けること。,1759
細別,さいべつ,細かく区別すること。また、区別したもの。,27
再変,さいへん,１ 再び変化すること。２ 再び起こった変事。,0
再編,さいへん,新たに編成または編集しなおすこと。,5642
災変,さいへん,天災地変。自然界の災い。,0
細片,さいへん,こまかいかけら。,175
採捕,さいほ,自然界の動植物をとること。,45
再訪,さいほう,再び訪れること。もう一度訪問すること。,266
才鋒,さいほう,ほこさきのように鋭い才気。,0
裁縫,さいほう,布地を裁って衣服などに縫いあげること。針仕事。,1239
砕米,さいまい,精米の過程などで、細かく砕けてしまった米粒。,4
歳末,さいまつ,年の暮れ。年末。,246
細密,さいみつ,きわめて細かい所まで行き届いていること。また、そのさま。,497
催眠,さいみん,１ ねむくなること。ねむけを催すこと。２ 暗示により人工的につくられる睡眠に似た状態。催眠状態では受動的な注意の集中がみられ、暗示にかかりやすい。,2933
済民,さいみん,苦しんでいる人々を救済すること。,15
災民,さいみん,地震や大火などの被害にあった人々。罹災者。被災者。,0
細民,さいみん,下層階級の人々。貧しい人たち。,173
債務,さいむ,特定人（債務者）が他の特定人（債権者）に対して、一定の行為（給付）をすることを内容とする義務。,3812
細務,さいむ,ささいな事務。こまかいつとめ。,0
細目,さいもく,細かい点について規定してある項目。,1019
彩文,さいもん,いろどりの美しい文様。また、波状線・弧・円などを組み合わせた精密な幾何学的模様。,56
災厄,さいやく,１ 災い。災難。２ 星新一のショートショート作品。つねならぬ話に収録。,1607
採油,さいゆ,１ 地下の油層から石油を汲み取ること。２ 植物の種子などから油をしぼりとること。,51
歳余,さいよ,1年あまり。1年以上。,16
採用,さいよう,１ 官庁・会社・団体などが、その構成員として選び雇うこと。２ いくつかの意見・方法などの中から適当なものをとりあげること。,59740
細腰,さいよう,女の腰の細くてしなやかなこと。美人の形容に用いられる。やなぎごし。,76
再来,さいらい,１ 過去にあったのと同じ事柄・状態がまた起こること。２ 一度死んだ人が再びこの世に生まれ出ること。生まれ変わり。,869
採卵,さいらん,卵を採取すること。,86
犀利,さいり,１ 刃物などの、堅くて鋭いさま。２ 才知が鋭く、物を見る目が正確であるさま。,71
細柳,さいりゅう,１ 若葉が出たばかりで、枝が細く見える柳。２ 幕府。また、将軍家。柳営。,0
細流,さいりゅう,細い流れ。小川。,174
細粒,さいりゅう,細かい粒。,85
最良,さいりょう,１ 監督すること。取りしきること。また、その役。２ 数人の旅行などに付き添って世話をすること。また、その世話人。３ 昔、荷物を運送する際、人や馬の管理・監督をすること。また、その役。,2185
宰領,さいりょう,監督すること。取りしきること。また、その役。,255
裁量,さいりょう,その人の考えによって判断し、処理すること。,1199
載量,さいりょう,載せられる分量。積載量。,0
催涙,さいるい,涙を出させること。,530
祭礼,さいれい,神社などの祭り。祭典。祭儀。,2301
再録,さいろく,１ すでに発表された記事などを、別の書物などにあらためて取り上げること。２ 一度録音・録画したものから、また録音・録画しなおすこと。,534
採録,さいろく,１ 取り上げて記録すること。２ 声や音を録音すること。,486
載録,さいろく,書物や記録などに、書いてのせること。,16
再論,さいろん,すでに取り上げた事柄について、もう一度議論すること。また、その議論。,14
細論,さいろん,細かに論ずること。また、その論。,12
再話,さいわ,昔話・伝説、世界の名作文学などを、子供向けにわかりやすく書き直したもの。再話文学。,102
才腕,さいわん,物事を巧みに処理する才能と手腕。すぐれた腕まえ。,113
差益,さえき,売買の結果や、価格の改定、為替相場の変動などで発生する利益。,92
嵯峨,さが,１ 山などの高く険しいさま。２ 名物切の一。金襴(きんらん)で、もと嵯峨の清涼寺の戸帳に用いられていたため、この名で呼ばれたという。藍色地に桐(きり)・唐草文のものと、緋色地で雲に宝尽くしのものとがある。３ 京都市右京区の一地区。ふつう嵐山から御室(おむろ)にわたる丘陵地（嵯峨野）をいう。天竜寺，大覚寺，広沢池，大沢池，二尊院，落柿舎，化野(あだしの)，祇王寺など史跡や名勝が多く，京都郊外の散策地として有名。,1380
詐害,さがい,事実を偽って他人に害を与えること。,26
境目,さかいめ,境となる所。相接する所。,1236
差額,さがく,ある金額から他のある金額を差し引いた残りの金額。,575
逆毛,さかげ,１ 逆立っている毛。２ 整髪で、髪の毛を櫛(くし)で先から根もとに向かってとかし、逆立ててふくらませるもの。,59
逆様,さかさま,１ 物事の上下・左右・前後・裏表などの関係が本来の状態とは反対になっていること。また、そのさま。逆(ぎゃく)。さかさ。さかしま。２ 道理や事実に反すること。また、そのさま。さかさ。さかしま。３ 特に、子が親より先に死ぬこと。,151
酒場,さかば,客に酒を飲ませる店。居酒屋やバーの類。,6025
逆目,さかめ,１ 目尻をつり上げること。２ 材木の木目が逆になっていること。,0
左記,さき,縦書きの文書で、文章の左の方すなわち次に続く部分に書いてあること。また、その内容。,242
詐偽,さぎ,１ 他人をだまして、金品を奪ったり損害を与えたりすること。２ 他人を欺く行為。民法96条では「相手方に対する意思表示について第三者が詐欺を行った場合においては、相手方がその事実を知っていたときに限り、その意思表示を取り消すことができる」とする。,68
詐欺,さぎ,他人をだまして、金品を奪ったり損害を与えたりすること。,3762
先方,さきかた,相手の人。相手方。せんぽう。,3610
先頃,さきごろ,今日から少し前のころ。このあいだ。,747
先先,さきざき,１ これから過ごす遠い先。行く末。のちのち。２ 出かける場所場所。３ 以前。まえまえ。４ それぞれの端の部分。はしばし。,17
先様,さきさま,相手、または話題に上っている人を敬っていう語。,79
先地,さきじ,洋服などを注文する際、客が生地を持参すること。また、その生地。,0
先付,さきづけ,１ 日付が今より後の日にちであること。２ お通しのこと。もと、膳(ぜん)に汁と向こう付けをのせて供したもの。,0
先隣,さきどなり,隣のもう一つ向こうの隣。となりのとなり。また、手前隣に対して先にある隣。,0
先供,さきども,主人の先に立って歩く人。,19
先荷,さきに,主人より先に、供の者に持たせてやる荷物。,0
先細,さきぼそ,先端がもとの方よりも細いこと。また、そのさまや、そのもの。,24
先程,さきほど,少し前。いましがた。,2561
先物,さきもの,１ 将来の一定時期に受け渡す条件で売買契約を結ぶ商品。２ 限月(げんげつ)を立てて行う先物(さきもの)取引で、受渡期限が最も先の月のもの。先物。せんぎり。３ その将来が期待されるもの。,554
作業,さぎょう,１ 仕事。主として肉体労働を伴う仕事にいう。 ２ 肉体あるいは精神を通して、ある具体的な結果を生み出すこと。３ 行為。所行。,39607
差金,さきん,差し引きした残りの金額。差額。,98
作為,さくい,１ 人が自分の意志で作り出すこと。２ 事実であるかのように故意に手を加えること。つくりごと。３ 法律で、人の積極的な行為・挙動。人を殺すなど。,1255
索引,さくいん,１ ある書物に載っている項目・人名・用語などを書き出して五十音順などに並べ、その所在ページなどを示した表。インデックス。２ （綱で）引っ張ること。,720
策応,さくおう,互いに策略を通じ合って助け合うこと。,44
作画,さくが,絵や写真を作ること。,2986
作柄,さくがら,１ 農作物の育ちぐあいやできぐあい。２ 芸術作品のできぐあい。,115
索具,さくぐ,帆綱など、綱で作った船具。綱具。,325
削減,さくげん,現にあるものを、けずってへらすこと。,6853
錯雑,さくざつ,まとまりがなく入りまじっていること。,236
作詞,さくし,歌詞を作ること。,7703
作詩,さくし,詩を作ること。詩作。,316
策士,さくし,策略を立てることに巧みな人。好んで事をたくらむ人。,345
作事,さくじ,家屋などを造ったり修理したりすること。,327
作者,さくしゃ,１ 作品を作った人。特に、芸術作品の作り手。２ 勅撰集に和歌を載せられた歌人。３ 歌舞伎狂言を作る人。狂言作者。,20457
搾取,さくしゅ,１ 乳などをしぼりとること。２ 階級社会で、生産手段の所有者が生産手段を持たない直接生産者を必要労働時間以上に働かせ、そこから発生する剰余労働の生産物を無償で取得すること。,1316
作出,さくしゅつ,新しい品種を作り出すこと。,947
索書,さくしょ,本をさがすこと。,0
削除,さくじょ,文章などの一部を、けずりとること。,5018
作図,さくず,１ 図面や図形を描くこと。２ 幾何学で、定規とコンパスを使い、与えられた条件を満たす図形を描くこと。また、その図形。,367
作成,さくせい,１ 計画や書類、また文章などを作ること。２ 社員が顧客の名を借りて契約を結び、保険料は自分が負担すること。,23905
作製,さくせい,物品を作ること。また、図面などを作ること。,1371
錯節,さくせつ,１ 入り組んだ木の節。２ 入り組んでいて解決しにくい事件や問題。,2
作戦,さくせん,１ 戦いや試合をうまく運ぶ方法や策略。転じて、物事を進めていくうえでのはかりごと。２ 歩兵・砲兵・騎兵などの、ある期間にわたる一連の対敵戦闘行動。,41721
索然,さくぜん,心ひかれるものがなくて興ざめするさま。,83
錯綜,さくそう,物事が複雑に入り組んでいること。入り交じって混乱すること。,1152
作中,さくちゅう,文学作品、特に小説に描かれた話の中。,7611
作調,さくちょう,１ 美術作品のできぐあい。２ 邦楽で、三味線の曲に合わせる囃子（笛・小鼓・大鼓・太鼓など）の奏法を定めること。また、和太鼓の曲を作ることをもいう。,14
策定,さくてい,政策や計画をいろいろ考えて決めること。,3428
索敵,さくてき,敵軍の位置・状況・兵力などをさぐること。,1074
策動,さくどう,ひそかに計画をめぐらして行動すること。多く、悪いたくらみにいう。,405
削剥,さくはく,１ 物の表面を削ってはがしとること。２ 河食・氷食・風食・波食などにより、地表が削り取られて平坦化すること。,8
索漠,さくばく,心を満たすものがなく、もの寂しく感じるさま。荒涼として気のめいるさま。,123
炸発,さくはつ,火薬が爆発すること。炸裂。,0
作品,さくひん,製作したもの。特に、芸術活動による製作物。,152893
作風,さくふう,作品の傾向や特徴。また、作品に現れた作者の個性や手法。,5436
作文,さくぶん,１ 文章を書くこと。また、その文章。２ 小・中学校などで、国語教育の一環として、児童・生徒が文章を書くこと。また、その文章。綴(つづ)り方。３ 形式的には整っていても、内容のとぼしい文章。または、事実をありのまま書かず、内容を書き換えた文章。,1460
作法,さくほう,物の作り方。,3190
策謀,さくぼう,はかりごとをめぐらすこと。たくらみ。,845
削磨,さくま,１ 表面の凸凹を削ってきれいに磨き上げること。２ 風や水温の変化、流されてきた岩石などによって岩石が浸食されること。,11
作毛,さくもう,稲や麦など、田畑からの収穫物。また、その実りぐあい。,0
作物,さくもつ,１ 田畑につくる植物。穀類や野菜など。農作物。さくもの。２ 製作したもの。特に、文学・美術上の作品。,3806
作物,さくもの,１ 名匠の製作した刀剣や器具類。名作の物。２ 農作物。さくもつ。３ 地歌の一種で、こっけいな内容を座興的におもしろおかしく歌ったもの。「荒れ鼠」など。おどけもの。,3806
搾油,さくゆ,植物の種子や果実などをしぼって油を取ること。,56
錯乱,さくらん,入り乱れて秩序がなくなること。ごちゃごちゃになること。特に、感情や思考が混乱すること。,1641
策略,さくりゃく,自分の目的を達成するために相手をおとしいれるはかりごと。,2118
作例,さくれい,１ 詩文などの、作り方の実例や手本。２ 辞書で、その語の用法などを示すために作る例文。,481
策励,さくれい,大いにはげますこと。また、大いにはげむこと。,9
錯列,さくれつ,順序を乱して並ぶこと。入れまぜて並べること。,6
炸裂,さくれつ,着弾した砲弾などがはげしく爆発すること。,2427
酒癖,さけぐせ,酒に酔ったときに出る癖。,324
些些,ささ,取るに足らないさま。,0
些細,ささい,あまり重要ではないさま。取るに足らないさま。,2965
査察,ささつ,状況を視察すること。物事が規定どおり行われているかどうかを調べること。,508
細波,さざなみ,１ 細かに立つ波。さざれなみ。２ 心の小さな動揺。また、小さな争い・不和。３ 滋賀県の琵琶湖西南沿岸一帯の古称。,61
私語,ささめごと,ひそひそ話。ないしょ話。特に、男女間の恋の語らいをいう。ささめきごと。,610
些事,さじ,取るに足らないつまらないこと。ささいなこと。小事。,267
指図,さしず,１ 他の者にいいつけてさせること。指示する。２ 証券上に記載することによって、証券上の権利者が自己に代わる特定者を権利者として指定する行為。３ 絵図面。案内図。地図。４ 見つもり。推定。取りざた。５ 指定。名ざし。,3185
詐取,さしゅ,金品をだまして取ること。,284
査収,さしゅう,金銭・物品・書類などを、よく調べて受け取ること。,3
詐術,さじゅつ,１ 人をだます手段。偽計。２ 民法上、制限行為能力者が取引の相手方に対し、自己が能力者であることを信じさせるためにする欺罔(きもう)行為。,183
些少,さしょう,数量や程度がわずかなこと。,188
査証,さしょう,１ 調査して証明を与えること。２ 海外旅行者のため、入国希望国の駐在領事が、旅券を確かめて正当な理由と資格があって旅行するものであることを証明する裏書き。滞在期間の短い旅行などの場合は、これを必要としない国が多い。入国査証。,428
詐称,さしょう,氏名・住所・職業などをいつわっていうこと。,448
叉状,さじょう,交差した形や状態。,21
流石,さすが,１ 評判や期待のとおりの事実を確認し、改めて感心するさま。なるほど、たいしたもの。２ あることを一応は認めながら、一方でそれと相反する感情を抱くさま。あることをそのままは容認できないさま。そうとばかりも言えない。やはりそうもいかない。３ あることを認めはするが、特定の条件下では、それと相反する感情を抱くさま。そうは言うものの。それはそうだが、やはり。４ 予想・期待したことを、事実として納得するさま。また、その事実に改めて感心するさま。なるほど、やはり。５ （「さすがの…も」の形で）そのものの価値を認めはするが、特定の条件下では、それを否定するさま。さしもの。,2477
流離,さすらい,あてもなくさまようこと。,191
左遷,させん,低い地位・官職におとすこと。左降。,1508
差損,さそん,売買の結果、価格の改定、為替相場の変動などにより、決済で発生する損失。,32
沙汰,さた,１ 物事を処理すること。特に、物事の善悪・是非などを論じ定めること。裁定。また、裁決・裁判。２ 決定したことなどを知らせること。通知。また、命令・指示。下知。３ 便り。知らせ。音信。４ 話題として取り上げること。うわさにすること。５ 問題となるような事件。その是非が問われるような行為。,4092
嗟嘆,さたん,１ なげくこと。２ 非常に感心して褒めること。嘆賞。,97
瑣談,さだん,つまらない話。こまごました話。,6
殺意,さつい,１ 人を殺そうとする意志。２ 星新一のショートショート作品。夜のかくれんぼに収録。,2229
撮影,さつえい,写真や映画をとること。,32984
作家,さっか,芸術作品の制作をする人。また、それを職業とする人。特に、小説家。,39484
作歌,さっか,歌、特に短歌をつくること。また、その歌。,213
殺害,さつがい,人を殺すこと。,19231
