name,reading,meaning
哀惜,あいせき,人の死など、帰らないものを悲しみ惜しむこと。
愛惜,あいせき,１愛して大切にすること。あいじゃく。２名残惜しく思うこと。
相席,あいせき,飲食店などで、見知らぬ客と同じ席につくこと。
哀切,あいせつ,非常に哀れでもの悲しいこと。また、そのさま。
愛想,あいそ,１人に接するときの態度。また、人当たりのいい態度。２人に対する好意・信頼感。３相手の機嫌をとるための言葉・振る舞い。４客などに対するもてなし・心遣い。５飲食店などの勘定。
愛蔵,あいぞう,いつくしんで大切に所蔵すること。
愛憎,あいぞう,愛することと憎むこと。
相対,あいたい,１当事者どうしがさし向かいで事をなすこと。２対等であること。対等で事を行うこと。３合意すること。互いに納得した上であること。４連歌・俳諧で、前句に相対して同じ趣向で句をつけること。春に秋、山に野でつける類。相対付け。
間柄,あいだがら,親類・血族などのつながりの関係。
愛着,あいちゃく,なれ親しんだものに深く心が引かれること。あいじゃく。
哀調,あいちょう,詩・歌・音楽などにただようもの悲しい調子。
彼奴,あいつ,第三者を軽蔑(けいべつ)して、または親しみの気持ちを込めてぞんざいに言う語。
相槌,あいづち,１鍛冶(かじ)で、二人の職人が交互に槌を打ち合わすこと。あいのつち。２相手の話にうなずいて巧みに調子を合わせること。
相手,あいて,１一緒になって物事をする、一方の人。２その行為の対象となるもの。３対抗して勝負を争う人。
哀悼,あいとう,人の死を悲しみ悼むこと。
愛読,あいどく,特定のものを好んでよく読むこと。
生憎,あいにく,１期待や目的にそぐわないさま。都合の悪いさま。２意に反して不都合なことが起こるさま。
愛撫,あいぶ,なでさすっていつくしむこと。
哀別,あいべつ,別れを悲しむこと。また、悲しい別れ。
哀慕,あいぼ,愛する人の死を悲しみ、その人を慕うこと。
相棒,あいぼう,１駕籠(かご)やもっこなどを一緒にかつぐ相手。２一緒に仕事などをする相手。仲間。パートナー。
合間,あいま,１物事のとぎれる間の時間。あいだ。ひま。絶え間。２物と物との間。
曖昧,あいまい,１態度や物事がはっきりしないこと。また、そのさま。あやふや。２怪しくて疑わしいこと。いかがわしいこと。また、そのさま。
相宿,あいやど,同じ宿屋や部屋に他の客と泊まり合わせること。また、その人。同宿。
愛用,あいよう,好んでいつも使用すること。使いつけること。
隘路,あいろ,１狭くて通行の困難な道。２物事を進める上で妨げとなるものや条件。支障。難点。ネック。
哀話,あいわ,哀れで悲しい物語。悲話。
阿吽,あうん,１梵字の12字母の、初めにある阿と終わりにある吽。密教では、この2字を万物の初めと終わりを象徴するものとし、菩提心と涅槃(ねはん)などに当てる。２仁王(におう)や狛犬(こまいぬ)などにみられる、口を開いた阿形(あぎょう)と、口を閉じた吽形(うんぎょう)の一対の姿。３吐く息と吸う息。呼吸。４相対・対比など相対する二つのものにいう語。
青青,あおあお,いかにも青いさま。また、一面に青いさま。
青痣,あおあざ,打撲(だぼく)による皮下出血などで生じた青黒い斑紋(はんもん)。
青空,あおぞら,１ 晴れ上がって、青々と見える空。蒼天 (そうてん) 。碧空 (へきくう) 。２ 他の語に付いて、屋外、露天、の意を表す。
赤赤,あかあか,非常に赤いさま。真っ赤なさま。
明明,あかあか,非常に明るいさま。
赤子,あかご,生まれて間もない子。赤ん坊。
赤字,あかじ,１赤色の文字。赤いインクなどで書いた文字。２支出が収入より多いこと。欠損。赤。３校正などで、訂正・補筆した文字や記号。朱。
赤点,あかてん,落第点。
茜雲,あかねぐも,朝日や夕日を浴びて茜色に照り映える雲。
赤恥,あかはじ,人の前で受けるひどい恥。あかっぱじ。
赤札,あかふだ,特に、その品物が売約済みや特価品であることなどを示すためにつける赤い札。
赤身,あかみ,１動物、特に魚の肉の赤い部分。２木材の中心部の赤みを帯びた堅いところ。心材。
商人,あきんど,商いを仕事とする人。しょうにん。あきゅうど。
灰汁,あく,１植物を焼いた灰を水に浸して得る上澄み液。アルカリ性を示し、古来、洗剤・漂白剤として、また染色などに用いる。２山菜や野草などに含まれる、渋み・えぐみなどのもとになる成分。３肉などを煮たときに、煮汁の表面に浮き出る白く濁ったもの。４独特のしつこさや粘っこさなどがあって、なじみにくい個性。
悪意,あくい,１他人を憎み、害を加えようとする気持ち。わるぎ。２よくない意味。３法律上の効力に影響を及ぼす事情を知っていること。道徳的な意味での善悪とは異なる。
悪運,あくうん,１悪いことをしても報いを受けず、かえって栄えるような運。２運の悪いこと。不運。
悪行,あくぎょう,人の道に外れた悪い行い。あっこう。
悪才,あくさい,悪事をする才能。悪知恵。
悪事,あくじ,１道徳や法律などに背いた行為。悪い行い。２わが身に降りかかる、災い。災難。
悪食,あくじき,１普通には食べない物を食べること。いかものぐい。あくしょく。２粗末な物を食べること。３仏教で、禁じられている獣肉を食べること。
悪質,あくしつ,１品物などが粗悪なこと。また、そのさま。２たちが悪いこと。また、そのさま。
握手,あくしゅ,１互いに手を握り合うこと。あいさつや、親愛の情、喜びの表現として行う。２仲直りをすること。また、協力すること。
悪習,あくしゅう,悪い風習。悪い習慣。悪弊。
悪書,あくしょ,１内容が俗悪で、読者や社会、特に青少年読者に悪影響を及ぼす本。２文字を書くのがへたなこと。悪筆。
悪女,あくじょ,１性質・気だてのよくない女。２器量の悪い女。醜い女。
悪心,あくしん,恨みを抱き、悪事をしようとするよこしまな心。
悪性,あくせい,たちが悪いこと。特に、病気などの性質が悪く、治療や処置が困難なこと。
悪態,あくたい,憎まれ口をきくこと。悪口。あくたいぐち。
悪人,あくにん,心のよくない人。悪事を働く人。悪漢。
悪罵,あくば,口汚くののしること。また、その言葉。
欠伸,あくび,眠いとき、疲れたときなどに思わず口が大きく開いて息を深く吸い込み、やや短く吐き出す呼吸運動。
悪筆,あくひつ,へたな字。また、字がへたなこと。
悪評,あくひょう,悪い評判。悪い批評。
悪癖,あくへき,悪いくせ。よくない習慣。
悪魔,あくま,１残虐非道で、人に災いをもたらし、悪に誘い込む悪霊。また、そのような人間。２仏道修行を妨げる悪神の総称。魔。魔羅。３キリスト教で、神の創造した世界に対する破壊的で攪乱(かくらん)的な要素。悪への誘惑者。地獄に落ちた天使という解釈もある。サタン。４星新一のショートショート作品。きまぐれロボットに収録。５星新一のショートショート作品。ボッコちゃんに収録。
悪夢,あくむ,１いやな恐ろしい夢。また、不吉な夢。２夢としか思えないような、思い出すのもいやで恐ろしい現実のたとえ。３星新一のショートショート作品。天国からの道に収録。
悪名,あくめい,悪い評判。よからぬうわさ。あくみょう。
悪役,あくやく,１映画や芝居などの悪人の役。敵役(かたきやく)。悪形(あくがた)。２（比喩的に）人に憎まれる役回り。
悪友,あくゆう,１交際していてためにならない友人。悪いことを共にする仲間。２特に仲のよい友人や遊び仲間を親しんでよぶ言い方。
悪用,あくよう,本来の用途とは違って、悪い目的に利用すること。
胡坐,あぐら,両ひざを左右に開き、両足を組んで座ること。こざ。
悪辣,あくらつ,情け容赦もなく、たちが悪いこと。あくどいこと。また、そのさま。
悪霊,あくりょう,１人にたたりをする霊魂。物の怪(け)。怨霊(おんりょう)。あくれい。２ドストエフスキーの長編小説。1871年から翌年にかけて雑誌『ロシア報知』に連載され、1873年に単行本として出版された。 無政府主義、無神論、ニヒリズム、信仰、社会主義革命、ナロードニキなどをテーマにもつ深遠な作品であり著者の代表作。
握力,あくりょく,物を握り締める手の力。
悪路,あくろ,悪い道路。ひどい道。
揚物,あげもの,野菜や魚介などを油で揚げたもの。てんぷら・フライ・から揚げなど。
朝一,あさいち,朝の業務の始まった直後をいう。
朝市,あさいち,朝開く魚・野菜などの市。
朝型,あさがた,朝早く起きて、午前中から活動し、夜は早く寝る生活習慣をいう。
朝食,あさげ,朝の食事。あさめし。
浅瀬,あさせ,川や海などの浅い所。
朝日,あさひ,朝、東から昇る太陽。また、その光。
朝夕,あさゆう,朝と夕方。朝と晩。（副詞的に用いて）いつも。常々。
足音,あしおと,１2枚の厚い板に足首大の半円をあけ、前後から罪人の足をはさんで、足の自由を束縛する刑具。あしかし。２自由な行動を妨げるもの。足手まといになるもの。
足枷,あしかせ,１2枚の厚い板に足首大の半円をあけ、前後から罪人の足をはさんで、足の自由を束縛する刑具。あしかし。２自由な行動を妨げるもの。足手まといになるもの。
足癖,あしくせ,１歩き方や足の動かし方のくせ。２相撲で、けたぐり・け返しなど、足を多く使う技のこと。
足蹴,あしげ,１足で蹴ること。２他人にひどいことをすること。
明日,あした,今日の次の日。あす。みょうにち。
足代,あしだい,外出のとき乗り物にかかる費用。交通費。
味処,あじどころ,味自慢の飲食店。大衆的な和食店が店名に冠して用いることもある。味覚処。
足場,あしば,１足を踏みたてる所。足元のぐあい。足掛かり。２足を掛ける所。特に、高所での作業のため丸太や鋼管などで組み立てたもの。３物事をするときの基盤とする所。立脚地。土台。４交通の便のぐあい。
味見,あじみ,飲食物の味加減を調べること。味きき。
足元,あしもと,１足が地についている所。また、その周り。２足の下部。３ある人の、ごく身近な所。身辺。４足の運び方。歩きぶり。足どり。５苦しい立場。差し迫った状況。弱点。弱み。６物事を行うためのよりどころ。立脚地。足掛かり。足場。７家屋の地面に近い部分。縁の下や土台など。８近いこと。直近。最近。
足湯,あしゆ,足の疲れや凝りをとるため、ひざから下を湯につけること。脚湯(きゃくとう)。足浴(そくよく)。
東屋,あずまや,１庭園などに設けた四方の柱と屋根だけの休息所。亭(ちん)。２寄せ棟造りの建物のこと。
汗水,あせみず,盛んに流れ出る汗。また、汗びっしょりになること。
畦道,あぜみち,田と田の間の細い道。
唖然,あぜん,思いがけない出来事に驚きあきれて声も出ないさま。あっけにとられるさま。
彼処,あそこ,１遠称の指示代名詞。話し手と聞き手の双方が承知している場所や状況、人などをさす。２あの場所、または、例の場所。あすこ。３あのような程度。あれほど。４三人称の人代名詞。あの人。彼。
婀娜,あだ,１女性の色っぽくなまめかしいさま。２美しくたおやかなさま。
渾名,あだな,本名とは別に、その人の容姿や性質などの特徴から、他人がつける名。ニックネーム。
徒波,あだなみ,たいした風もないのに立つ波。変わりやすい人の心、軽々しい行為などをたとえていう語。
徒花,あだばな,１咲いても実を結ばずに散る花。転じて、実(じつ)を伴わない物事。むだ花。２季節はずれに咲く花。３はかなく散る桜花。あだざくら。
頭数,あたまかず,人の数。人数。
頭金,あたまきん,分割払いなどで、最初に支払うある程度まとまった金銭。
彼方,あちら,１遠称の指示代名詞。話し手・聞き手から離れた方向・場所・物をさす。２あの方向。むこう。３遠く離れた場所。外国、特に、欧米諸国。４あの物。あれ。５三人称の人代名詞。あの人。あのかた。
熱熱,あつあつ,１料理などができたてで熱いこと。また、そのさま。２熱中すること。また、そのさま。特に、男女が熱烈に愛し合っているさま。
悪化,あっか,しだいに悪くなること。
悪貨,あっか,質の悪い貨幣。貨幣としての品質の劣るもの、地金(じがね)の価格が法定価格より低いもの、すり減ったものなど。
厚紙,あつがみ,１厚い紙。２厚くはり合わせた紙。帳簿などの表紙に用いる。板目紙(いためがみ)。３厚く漉(す)いた和紙。４ボール紙。５鳥の子紙の古名。厚葉(あつよう)。
悪感,あっかん,不愉快な感じ。悪感情。
悪漢,あっかん,悪事を働く男。わるもの。
圧巻,あっかん,書物の中で最もすぐれた詩文。作中最もすぐれた部分。転じて、全体の中で、最もすぐれた部分。
熱燗,あつかん,酒の燗を普通よりも熱めにすること。また、その酒。
厚着,あつぎ,防寒の目的で衣類を何枚も重ねて着ること。重ね着。
呆気,あっけ,意外な事に出会い、驚きあきれる状態。
圧砕,あっさい,おしつけて砕くこと。
圧搾,あっさく,１強くおしつけてしぼること。２強い圧力を加えて、物質の密度を大にすること。圧縮。
圧縮,あっしゅく,１物質に圧力を加えて容積を縮小すること。圧搾。２規模を小さくすること。数量や割合を減らすこと。３コンピューターで、ファイルを加工または変換して、その容量を小さくすること。４文章などを要約して短くすること。
圧勝,あっしょう,競技・選挙などで、他を大きく引き離して一方的に勝つこと。また、そのような勝ち方。
斡旋,あっせん,１間に入って双方をうまく取り持つこと。周旋。２労働関係調整法による労働争議の解決方法の一。労働委員会が指名した斡旋員が労使間を取りなして、争議の解決を図ること。３行政法上、公益事業用地の取得をめぐる当事者間の紛争を解決するために行われる手続き。
圧着,あっちゃく,強く押しつけて、接着すること。
厚手,あつで,紙・布・陶器などの地の厚いこと。また、そのさま。
圧倒,あっとう,１きわだってすぐれた力をもっていること。また、その力で相手を押さえつけること。２力を見せつけて他を恐れさせること。
圧迫,あっぱく,１強くおしつけること。２武力や権力などで押さえつけること。威圧。３押さえつけて規模を縮小させること。
熱火,あつび,盛んに燃えている火。烈火。
熱湯,あつゆ,普通よりも熱めにわかした風呂。
圧抑,あつよく,無理におしつけること。権力や武力によって無理に押さえつけること。抑圧。
圧力,あつりょく,１押さえつける力。気体・液体または固体が、ある面を境にして、その両側から垂直に押し合う力。単位はパスカルのほか、アト、水銀柱メートルなどを用いる。２威圧して服従させようとする力。
軋轢,あつれき,仲が悪くなること。
宛先,あてさき,手紙や荷物などを受け取る先方、または、場所。
艶姿,あですがた,女性の色っぽく美しい姿。
宛名,あてな,手紙や書類などに書く、先方の氏名。また、住所と氏名。名宛。
後味,あとあじ,１飲食のあと、口の中に残る味。あとくち。２物事が済んだあとに残る感じや気分。
後後,あとあと,将来。のちのち。
跡形,あとかた,もと何かがあった証拠として残っているしるし。形跡。
後釜,あとがま,１前の人に代わって、その地位に就く人。後任者。２のち添いの妻。後妻(ごさい)。
後先,あとさき,１ある場所の前と後ろ。前後。２ある時点の前と後。過去と将来。前後の事情。３物事の順序。また、筋道。
跡地,あとち,建物・施設を取り壊したあとの土地。
跡継,あとつぎ,１家督を引き継ぐこと。また、その人。跡取り。世継ぎ。後嗣(こうし)。２師の学問や芸などを引き継ぐこと。また、その人。後継者。３前任者に続いて、その地位に就くこと。また、その人。後任。
跡目,あとめ,１家長としての身分。家督。２家督を継ぐこと。また、その人。跡取り。跡継ぎ。３先代の地位を継ぐこと。また、その地位。その地位を継ぐ人。後継者。
後役,あとやく,前の人の役職を受け継ぐこと。また、その人。後任者。
後輪,あとわ,後方の車輪。馬具で、鞍橋(くらぼね)の後ろの高くなっている部分。しずわ。
穴馬,あなうま,競馬で、番狂わせで勝ちをおさめそうな馬。
穴蔵,あなぐら,１地中に穴を掘って、物を蓄えるようにした所。２地下室。
貴方,あなた,１対等または目下の者に対して、丁寧に、または親しみをこめていう。２妻が夫に対して、軽い敬意や親しみをこめていう。
穴場,あなば,１一般の人にあまり知られていない、いいところ。あな。２競馬・競輪などで、馬券・車券など投票券の売り場。
姉御,あねご,１姉を敬っていう語。２博徒などの親分・兄貴分の妻や情婦。また、女親分。
脂汗,あぶらあせ,じっとりとにじみ出る汗。特に、緊張しているとき、苦しいときなどに出る汗。
油絵,あぶらえ,油絵の具で描いた絵。油彩(ゆさい)。
油紙,あぶらがみ,桐油(とうゆ)または荏(え)の油を厚手の和紙に塗ったもの。
油気,あぶらけ,物の中に含まれている油分。脂肪分を多く含むこと。
脂身,あぶらみ,肉の、脂肪の多い部分。脂肪の多い肉。
油物,あぶらもの,油で揚げた食べ物。
海女,あま,１海に潜って貝類や海藻をとるのを仕事とする人。男を「海士」、女を「海女」と書く。２海辺に住み、魚介や海藻をとるのを業とする者。漁師。
雨脚,あまあし,１線状に見える、降り注ぐ雨。あめあし。２雨の通り過ぎるようす。あめあし。
雨音,あまおと,降る雨が物に触れて立てる音。
雨具,あまぐ,雨天の外出のとき使う、雨を防ぐものの総称。傘・長靴・レーンコートなど。
甘口,あまくち,１比較的甘みの強い、または塩分や辛みをおさえた味加減。また、そのもの。２甘いものを好むこと。また、その人。甘党。３人の気にいるような口ぶり。口先だけのうまい言葉。甘言(かんげん)。４穏やかに言うこと。なまぬるい言い方。また、そのさま。５思慮が浅く、間が抜けていること。また、そのさま。
雨雲,あまぐも,雨や雪を降らせる雲。乱層雲のこと。
数多,あまた,数量の多いさま。たくさん。多く。名詞的にも用いる。
雨戸,あまど,窓や縁側などの外側に立てる戸。風雨を防ぎ、また防犯のためのもの。
甘党,あまとう,酒よりも、甘い菓子類を好む人。
甘味,あまみ,１あまい味。また、あまい食物。あまみ。２うまい味。また、おいしい食物。３物事の快い味わい。面白み。
雨水,あまみず,降る雨の水。また、雨が降ってたまった水。天水(てんすい)。うすい。
網棚,あみだな,電車・バスなどの座席の上方に、乗客の携帯品をのせるために設けた網張りの棚。
網戸,あみど,虫を侵入させずに涼をとるために窓や出入り口に取り付ける、網を張った戸。
網元,あみもと,漁網・漁船などを所有し、網子(あみこ)（漁師）を雇って漁業を営む者。網主(あみぬし)。
雨霰,あめあられ,矢・弾丸などが、雨やあられのように絶え間なく激しく降りそそぐことをたとえていう語。
雨風,あめかぜ,１雨と風。２雨まじりの風。吹き降り。風雨(ふうう)。３酒も甘い物も両方好むこと。両刀遣い。
飴玉,あめだま,球状に丸めた固形の飴。
文目,あやめ,１織物や木目(もくめ)などに現れた模様。いろどり。あや。２物の区別。見分け。けじめ。３物事の筋。道理。条理。分別。
粗粗,あらあら,詳細、またていねいではなく、大ざっぱに行うさま。
粗方,あらかた,１全部とまではいかなくても、ほぼそれに近い部分。大部分。２大部分。およそ。３だいたいの数量をいうときに用いる。およそ。ざっと。あらあら。
荒行,あらぎょう,僧や山伏などが激しい苦しみに耐えて行う修行。
荒波,あらなみ,１荒れ狂う波。激しい波。激浪。２世の中の激しさ、厳しさ、辛さのたとえ。
荒縄,あらなわ,わらで作った太い縄。
粗熱,あらねつ,煮たり焼いたりした直後の、手でさわれない熱さ。
新湯,あらゆ,沸かしたばかりで、まだ人が入っていない風呂。さらゆ。
荒技,あらわざ,柔道・相撲などで、強く激しい大きな技。力技。
亜流,ありゅう,１学問・芸術などで、同じ流派に属する人。２第一流の人に追随するだけで、独創性のない人。まねるだけで新味のないこと。追随者。エピゴーネン。
安易,あんい,１たやすいこと。わけなくできること。また、そのさま。２気楽であること。いいかげんなこと。また、そのさま。
安逸,あんいつ,気楽に過ごすこと。何もせずに、ぶらぶらと遊び暮らすこと。また、そのさま。
暗鬱,あんうつ,気持ちが暗くふさぎこんでいること。また、そのさま。
暗雲,あんうん,１真っ黒な雲。今にも雨や雪が降りだしそうな気配のある暗い雲。２戦争などの危機が迫りくる気配。３心を覆い閉ざしている苦しみや悩み。
安価,あんか,１値段の安いこと。また、そのさま。２価値の低いこと。安っぽいこと。また、そのさま。
安臥,あんが,からだを横たえて楽にすること。
案外,あんがい,１予想が外れること。思いがけないこと。また、そのさま。思いのほか。副詞的にも用いる。２非常識で無礼なこと。また、そのさま。
安閑,あんかん,１のんびりとして静かなさま。心身の安らかなさま。２危急に際して、何もせずぼんやりしているさま。
暗記,あんき,文字・数字などを、書いたものを見ないでもすらすらと言えるように、よく覚えること。
暗鬼,あんき,妄想からひき起こされる恐れや疑い。
行脚,あんぎゃ,１仏道修行のために、僧侶が諸国を歩き回ること。２ある目的で諸地方を巡り歩くこと。
暗渠,あんきょ,地下に埋設したり、ふたをかけたりした水路。暗溝。
暗愚,あんぐ,物事の是非を判断する力がなく、愚かなこと。また、そのさま。
案件,あんけん,１問題となっている事柄。審議しなければならない事柄。２訴訟になっている箇条。訴訟事件。
暗号,あんごう,通信の内容が相手以外にわからないように、当事者の間だけで決めた記号。
暗黒,あんこく,１真っ暗なこと。全く光のささないこと。くらやみ。また、そのさま。２社会の秩序が乱れ、また、人間性や文化が極度に圧迫されて、悪事や不安がはびこること。また、そのさま。３希望がもてない状態であること。また、そのさま。４未知であること。たしかに存在するが、その正体が直接明らかになっていないこと。
暗殺,あんさつ,主に政治上の立場や思想の相違などから、ひそかに要人をねらって殺すこと。
安産,あんざん,あまり苦痛や危険もなく子を産むこと。軽いお産。
暗算,あんざん,筆算したり計算器具を使ったりせずに、頭の中だけで計算すること。
暗視,あんし,暗闇でも物が見えること。
暗示,あんじ,１物事を明確には示さず、手がかりを与えてそれとなく知らせること。また、そのような手がかり。サジェスチョン。２人の感情や考えが、言葉や絵などの間接的な手段によって無意識のうちに強制によらずにある方向に変化する現象。３星新一のショートショート作品。妖精配給会社に収録。
暗室,あんしつ,外からの光が入らないようにした部屋。理科実験や写真現像などに使用。
安住,あんじゅう,１何の心配もなく落ち着いて住むこと。２それ以上を望まず、現にある境遇に満足していること。
案出,あんしゅつ,工夫して考え出すこと。発案。
暗唱,あんしょう,暗記したことを口に出して唱えること。あんじゅ。
暗礁,あんしょう,１水面下に隠れていて見えない岩や珊瑚礁(さんごしょう)。隠れ岩。２急に遭遇した困難。
暗証,あんしょう,１本人であることを証明する暗号として、あらかじめ登録する文字や番号。２仏語。不立文字(ふりゅうもんじ)の真意を誤解し、もっぱら座禅によって悟りを得ようとし、経典の研究をおろそかにすること。
暗色,あんしょく,それぞれの色で、明るさの度合いが低く、暗い感じのするもの。
安心,あんしん,１気にかかることがなく心が落ち着いていること。また、そのさま。２仏語。仏法の功徳によって、迷いがなくなった安らぎの境地。
安全,あんぜん,危険がなく安心なこと。傷病などの生命にかかわる心配、物の盗難・破損などの心配がないこと。
暗然,あんぜん,１悲しみ、絶望などで心がふさぐさま。気落ちするさま。２暗いさま。黒いさま。また、はっきりしないさま。
安泰,あんたい,無事でやすらかなこと。また、そのさま。安穏(あんのん)。平穏。
安置,あんち,丁重に据え置くこと。特に、神仏の像などを据え祭ること。
安定,あんてい,１物事が落ち着いていて、激しい変動のないこと。２平衡状態に微小な変化を与えても、もとの状態とのずれがわずかの範囲にとどまること。３物質が容易に分解・反応・崩壊しないこと。
暗転,あんてん,１演劇で、幕を下ろさず、舞台を一時暗くして場面を変えること。２事態が急に悪いほうへ変化すること。
安堵,あんど,１気がかりなことが除かれ、安心すること。２垣根の内の土地で安心して生活すること。また、その場所。３中世、土地の所有権・領有権・知行権などを幕府・領主が公認したこと。
案内,あんない,道や場所を知らない人をそこに導くこと。また、ある地域を見せて歩くこと。
安寧,あんねい,無事でやすらかなこと。特に、世の中が穏やかで安定していること。
安穏,あんのん,心静かに落ち着いていること。また、そのさま。平穏無事。
塩梅,あんばい,１料理の味加減。２物事のぐあい・ようす。３身体のぐあい・ようす。
安否,あんぴ,無事かどうかということ。安全か否(いな)か。
暗部,あんぶ,暗い部分。隠された部分。
按分,あんぶん,基準となる数量に比例して物を分けること。
案文,あんぶん,案として作った文章。また、その文章を書くこと。あんもん。
按摩,あんま,筋肉を手でもみほぐし、血行をよくして、疲労や肩こりなどを除く療法。もみ療治。また、それを業とする人。
暗幕,あんまく,室内を暗くするために、また、光が外にもれないようにするために張り巡らす黒幕。
安眠,あんみん,安らかにぐっすり眠ること。
暗黙,あんもく,口に出さないで黙っていること。
暗躍,あんやく,人に知られないようひそかに策動し活躍すること。
安楽,あんらく,心身の苦痛や生活の苦労がなく、楽々としていること。また、そのさま。
靄靄,あいあい,１ 雲やもやが集まり、たなびくさま。２ なごやかな気が満ちているさま。
藍色,あいいろ,藍で染めた色。濃い青色。
藍絵,あいえ,藍色の濃淡ですった浮世絵版画。藍のほか、紅(べに)などをごく少量用いた版画も含む。藍摺(あいず)り。藍摺り絵。
哀咽,あいえつ,悲しんでむせび泣くこと。悲しみで声をつまらせること。
相生,あいおい,１ 一緒に生育すること。２ 一つの根元から二つ幹が分かれて伸びること。また、2本の幹が途中で一緒になっていること。３ 「相生挿し」の略。４ 夫婦が仲よく連れ添って長命であること。
相老,あいおい,夫婦が仲よく連れ添って長命であること。
哀音,あいおん,悲しげな音や声。
合欠,あいがき,梁(はり)や根太(ねだ)などを接ぐときに、それぞれの材の一端を同形に欠いて重ね合わせること。
相欠,あいがき,梁(はり)や根太(ねだ)などを接ぐときに、それぞれの材の一端を同形に欠いて重ね合わせること。
合方,あいかた,１ 能楽で、謡(うたい)の伴奏をする大鼓(おおつづみ)・小鼓(こつづみ)・太鼓・笛による演奏。２ 邦楽で、唄と唄との間をつなぐ、三味線の合いの手の特に長いもの。長唄に多い。３ 歌舞伎の下座音楽で、三味線を主とし唄を伴わないもの。
藍型,あいがた,藍1色または藍の濃淡で文様を染め出した型染め。特に沖縄のものが有名。
間紙,あいがみ,１ 傷や汚れがつかないように、物と物との間に挟む紙。あいし。２ 印刷しおわった紙の間に挟んで、インクの汚れを防ぐ紙。あいがみ。
藍紙,あいがみ,１ ツユクサの花の青い絞り汁をしみこませた和紙。すぐ脱色できることから、友禅・描(か)き更紗(さらさ)・絞り染めなどの下絵描きに用いる。藍花紙。縹紙(はなだがみ)。２ 藍色に染めた紙。昔、写経・写本などに用いた。あおがみ。あいし。
藍甕,あいがめ,染料の藍汁をためておくかめ。藍壺(あいつぼ)。
間鴨,あいがも,アヒルの一品種。マガモと青首アヒルとの雑種。肉用。なきあひる。
合鴨,あいがも,アヒルの一品種。マガモと青首アヒルとの雑種。肉用。なきあひる。
相川,あいかわ,新潟県佐渡市の地名。江戸幕府直轄の金鉱町として栄えた。無名異焼(むみょういやき)の産地。
藍革,あいかわ,鹿のもみ革を藍で染めたもの。多く太刀の革緒(かわお)や甲冑(かっちゅう)の威毛(おどしげ)などに用いる。藍韋(あいなめし)。
哀歓,あいかん,悲しみと喜び。
