name,reading,meaning
耐火,たいか,火熱に強いこと。燃えにくいこと。高熱にも耐えること。
退化,たいか,１ 進歩が止まって以前の状態に逆戻りすること。また、衰えたり規模が小さくなったりすること。２ 生物の個体発生または系統発生の過程において、器官・組織などが縮小・衰退、あるいは消失すること。人間の虫垂・尾骨などはその例。退行。
大禍,たいか,１ 大きなわざわい。大きな災難。２ 暦注の一。旅行・建築・葬式などを忌むという悪日である大禍日の略。
大過,たいか,１ 大きなあやまち。大変な失敗。２ きわめて大きいこと。
大河,たいが,１ 大きな川。幅が広くて、水量も多い川。２ 黄河(こうが)のこと。
退会,たいかい,会から退き、会員でなくなること。
大会,たいかい,１ たくさんの人の集まる会。盛大な会。２ 組織や団体が催す、行事としての大規模な会。
対外,たいがい,外部、あるいは外国に対すること。
大概,たいがい,１ 大略。概略。あらまし。２ ほとんど。大部分。大半。３ 一般的であること。ありふれていること。ふつう。４ ふつうでないこと。はなはだしいこと。５ 一部例外はあるが、大部分はそうであるさま。たいてい。だいたい。６ すっかり。いいかげん。７ （「たいがいに」の形でも用いる）常識の範囲での限界を超えないさま。そのくらいに。
体格,たいかく,骨組み・肉づき・太りぐあいなどから見た身体の形。からだつき。
退学,たいがく,１ 学生・生徒が在学中に、特別の理由で、自発的に学校をやめること。また、学校側から強制的にやめさせられること。退校。２ 規定の課程を修得して、学校をやめること。
体幹,たいかん,体の主要部分。胴体のこと。また、その筋肉。
体感,たいかん,１ からだで感じること。また、からだが受ける感じ。２ 皮膚や内臓の諸器官に加えられた刺激による感覚。暑さ・寒さ・痛み・飢え・渇き・性欲・吐きけなどの感覚。有機感覚。
耐寒,たいかん,寒さに耐えること。
戴冠,たいかん,国王が即位のしるしとして王室伝来の王冠を頭にのせること。
退官,たいかん,官職をやめること。官吏が職を退くこと。
大観,たいかん,１ 広く全体を見渡すこと。大局を眺めること。２ 雄大な景色。壮大な眺め。３ 横山大観。日本画家。茨城県生まれ。東京美術学校卒。本名は秀麿。橋本雅邦に学び岡倉天心の感化を受けた。菱田春草とともに朦朧体もうろうたいと呼ばれる画法を試み、近代日本画に一典型をつくった。日本美術院創設に参加、天心没後これを再興主宰した。代表作「無我」「生々流転」など。４ 福岡の日本酒。純米吟醸酒、本醸造酒などがある。蔵元の「翁酒造」は嘉永元年(1848)創業。所在地は古賀市花見南。５ 茨城の日本酒。酒名は、茨城出身の日本画家・横山大観と交友のあった蔵元がその名を使うことを許されて命名。純米大吟醸酒、大吟醸酒、純米吟醸酒、純米酒、本醸造酒などがある。平成5、13、19、20、22、24、25年度全国新酒鑑評会で金賞受賞。原料米は山田錦など。仕込み水は阿武隈(あぶくま)山系の伏流水。蔵元の「森島酒造」は明治2年(1869)創業。所在地は日立市川尻町。
大鑑,たいかん,その一冊だけで、ある部門の主なことがわかるように書いてある本。
対岸,たいがん,向こう側の岸。向こう岸。
大願,たいがん,１ 大きなことを成し遂げようという願い。２ 仏語。仏が衆生(しゅじょう)を救おうとする誓願。
待機,たいき,１ 準備をととのえて機会の来るのを待つこと。２ 星新一のショートショート作品。ようこそ地球さんに収録。
大器,たいき,１ 大きな入れ物。２ 人並みはずれてすぐれた才能・器量。また、それのそなわった人物。大人物。
大気,たいき,１ 天体の表面を取り巻いている気体の層。普通は地球の空気をさし、地上1000キロまで存在して太陽の強烈な紫外線やX線を遮るとともに保温の役割などを果たす。その95パーセントは地上20キロ以下にあって、上層ほど希薄。２ 心が広く、こせこせしないさま。
大義,たいぎ,１ 人として守るべき道義。国家・君主への忠義、親への孝行など。２ 重要な意義。大切な事柄。
対客,たいきゃく,来客に対面すること。また、対面している客。
退却,たいきゃく,戦いに敗れてあとへさがること。また、物事の成り行きが不利になってひきさがること。後退。
耐久,たいきゅう,長くもちこたえること。長持ちすること。
退去,たいきょ,今いる場所から立ち去ること。立ちのくこと。
大挙,たいきょ,１ 多数のものが一団となって行動すること。副詞的にも用いる。２ 大規模な企て。大きな事業。
胎教,たいきょう,妊婦が精神的安定に努めて、胎児によい影響を与えようとすること。
対極,たいきょく,反対側の極。対立する極。
大局,たいきょく,１ 物事の全体のありさまや、成り行き。大勢。２ 囲碁で、部分でなく大づかみにみた勝負の局面。
大金,たいきん,多額の金銭。
体躯,たいく,からだ。また、からだつき。体格。
対空,たいくう,空からの攻撃に対抗すること。
滞空,たいくう,航空機で空中を飛び続けたり、気球などで空中にとどまったりすること。
待遇,たいぐう,１ 人をもてなすこと。あしらい。２ 給与・勤務時間など、雇用者の勤労者に対する取り扱い。処遇。３ ある地位に準じた取り扱いを受けること。役職などを表す語に付けて用いる。４ 星新一のショートショート作品。ご依頼の件に収録。
退屈,たいくつ,１ することがなくて、時間をもてあますこと。また、そのさま。２ 飽き飽きして嫌けがさすこと。また、そのさま。３ 疲れて嫌になること。４ 困難にぶつかってしりごみすること。５ 仏語。修行の苦難に負け、精進の気をなくすこと。６ 星新一のショートショート作品。凶夢など30に収録。
大群,たいぐん,動物などが非常に多く集まってつくる群れ。
大軍,たいぐん,兵の数の多い軍隊。多くの軍勢。
体型,たいけい,体格の型(かた)。やせ型・肥満型など。
体形,たいけい,からだのかたち。からだつき。
体系,たいけい,１ 個々別々の認識を一定の原理に従って論理的に組織した知識の全体。２ 個々の部分が相互に連関して全体としてまとまった機能を果たす組織体。
隊形,たいけい,部隊の並んだ形。横隊・縦隊など。
大系,たいけい,ある分野の主な文献や著書を体系的にまとめ編集したもの。
対決,たいけつ,両者が、面と向かい合って事の決着をつけること。また、困難に正面から立ち向かうこと。
体験,たいけん,１ 自分で実際に経験すること。また、その経験。２ 哲学で、個々の主観のうちに直接的または直観的に見いだされる生き生きとした意識過程や内容。特に、生の哲学ではその中心概念をなす。３ 星新一のショートショート作品。凶夢など30に収録。
体現,たいげん,思想・観念などを具体的な形であらわすこと。身をもって実現すること。
太古,たいこ,非常に遠い昔。大昔。有史以前。
対語,たいご,１ 向かい合って話をすること。２ 意味の上で対立・反対、または対照的な語。３ 熟語で相対する事物からなるもの。４ 一つ一つの単語に対応していること。
対抗,たいこう,１ 互いに勝利を争うこと。互いに張り合うこと。２ 私法上、当事者間で効力の生じた法的関係を第三者に主張すること。３ 競馬・競輪などで、本命と優勝を争うと予想される馬や選手。
大巧,たいこう,非常にたくみであること。
大綱,たいこう,１ ある事柄の根本となるもの。大本(おおもと)。２ 大づかみにとらえた内容。大要。
大国,たいこく,１ 国土の広い国。また、勢力の強大な国。２ 律令制で、面積や人口などによって諸国を大・上・中・下の四等級に分けたうちの第一位の国。大和・河内(かわち)・武蔵・常陸・陸奥(むつ)・肥後など。
堆砂,たいさ,上流から流れ込み、貯水池の底に溜まった土砂。
大差,たいさ,大きな差。数値・程度などの大きな違い。
対座,たいざ,互いに向かい合ってすわること。また、その席。
退座,たいざ,１ その集まりなどの席から去ること。退席。２ 役者などがその属する一座をやめること。退団。
大祭,たいさい,１ 規模の大きい祭り。２ もと祭祀(さいし)令によって定められた、神宮および神社の重要な祭り。特に、伊勢神宮の祈年祭・月次(つきなみ)祭・神嘗(かんなめ)祭・遷宮祭など。３ 皇室で、天皇がみずから行う祭り。元始祭・皇霊祭・神嘗祭・先帝祭など。
滞在,たいざい,よそに行って、ある期間そこにとどまること。逗留(とうりゅう)。
対策,たいさく,１ 相手の態度や事件の状況に対応するための方法・手段。２ 律令制で、官吏登用試験の一。文章(もんじょう)博士が問題を出して文章得業生(とくごうしょう)に答えさせるもの。また、その答案。３ 星新一のショートショート作品。宇宙のあいさつに収録。
大作,たいさく,規模の大きい作品。また、すぐれた作品。傑作。
退散,たいさん,立ち去ってちらばること。また、その場からのがれ去ること。
大志,たいし,大きなこころざし。将来に対する遠大な希望。
大旨,たいし,文章・論説などの、おおよその趣旨。
対峙,たいじ,１ 山などが、向かい合ってそびえること。２ 対立する者どうしが、にらみ合ったままじっと動かずにいること。
胎児,たいじ,哺乳類の母胎内にあってまだ出生しない子。
退治,たいじ,１ 悪いものや害を及ぼすものをうち滅ぼすこと。２ 仏語。煩悩(ぼんのう)や怠惰な心を断つこと。
体質,たいしつ,１ からだの性質。遺伝的素因と環境要因との相互作用によって形成される、個々人の総合的な性質。２ 団体・組織などがもつ、性質や特徴。
退室,たいしつ,その部屋から出て行くこと。
退社,たいしゃ,１ 勤務している会社を辞めること。２ その日の勤めを終えて会社から退出すること。３ 社団法人の社員が社員としての資格を失うこと。
代謝,たいしゃ,１ 古いものと新しいものとが次々と入れ替わること。２ 生体内で、物質が次々と化学的に変化して入れ替わること、また、それに伴ってエネルギーが出入りすること。
貸借,たいしゃく,１ 貸すことと借りること。貸し借り。２ 民法上、消費貸借・使用貸借・賃貸借の総称。３ 簿記で、貸方と借方。
体臭,たいしゅう,１ からだから発散するにおい。皮膚の汗腺や皮脂腺からの分泌物などによる。２ 作品などを通して感じられる、作者の独特な個性。
大衆,たいしゅう,１ 多くの人。多衆。２ 社会の大部分を占める一般の人々。特に、労働者・農民などの勤労階級。民衆。３ 社会学で、孤立して相互の結びつきを持たず、疎外性・匿名性・被暗示性・無関心などを特徴とする集合的存在をいう。
体重,たいじゅう,からだの重さ。からだの目方。
退縮,たいしゅく,１ ちぢみあがって引き下がること。２ いったん発育した組織や臓器が、一定の時期を過ぎて小さくなり、または機能を減退すること。松果体・胸腺の思春期後の退化や、老人性の萎縮など。
帯出,たいしゅつ,備品などを身につけて持ち出すこと。
退出,たいしゅつ,今までいた場所からしりぞいて出ること。特に、おおやけの場所や貴人の前などから出ること。
対処,たいしょ,ある事柄・状況に合わせて適当な処置をとること。
対照,たいしょう,１ 二つの事物を照らし合わせて比べること。２ 全く性質の違う物どうしを並べ比べたとき、その違いがきわだつこと。また、その取り合わせ。コントラスト。
対症,たいしょう,症状に対処すること。
対象,たいしょう,１ 行為の目標となるもの。めあて。２ 哲学で、主観・意識に対してあり、その認識や意志などの作用が向けられるもの。
大勝,たいしょう,大きな差をつけて勝つこと。大勝利。
大将,たいしょう,１ 全軍または一軍の指揮・統率をする者。２ 軍人の階級の一。将官の最上位で、中将の上。３ 近衛府(このえふ)の長官。左右各一人。４ 剣道や柔道などの団体戦で、最後に戦う人。５ 一つの集団の中のかしら。６ 同輩・目下の男性を、親しみやからかいの気持ちを込めて呼ぶ語。
大賞,たいしょう,最もすぐれたものに与えられる最高の賞。グランプリ。
体状,たいじょう,物の姿形、ありさま。
退場,たいじょう,１ 会場・競技場などから出て行くこと。２ 俳優などが、舞台から引き下がること。
退職,たいしょく,勤めている職をやめること。現職をしりぞくこと。
大食,たいしょく,普通以上にたくさん食べること。また、その人。おおぐい。
耐震,たいしん,建物などがかなり強度の地震に耐え、壊れたり傷んだりしないこと。
対人,たいじん,１ 自分以外の人に対すること。２ 人間に対してのものであること。
退陣,たいじん,１ 陣を構えていた位置から軍隊を後方にしりぞかせること。２ 今まで就いていた重要な地位から身をひくこと。辞職。
耐水,たいすい,水がしみ通らないこと。また、水によって変質や破損しないこと。
体制,たいせい,１ 各部分が統一的に組織されて一つの全体を形づくっている状態。２ 社会が一定の原理によって組織だてられている状態。政治支配の形式。社会の仕組み。３ その時代の社会を支配する権力。４ 詩文の形式・体裁。５ 生物体の諸器官の配置や分化の状態などの、構造上の基本形式。ボディープラン。
体勢,たいせい,からだの構え。姿勢。
耐性,たいせい,１ 環境の変化に対して適応していく生物の能力。２ 病原菌などが一定の薬物に対して示す抵抗力。
態勢,たいせい,物事に対処する、前もっての身構えや態度。事態に対応するための準備ができている状態。
退勢,たいせい,勢いが衰えること。衰退の形勢にあること。衰勢。
大勢,たいせい,１ 物事の一般的な傾向。大体の状況。２ 世のなりゆき。天下の形勢。３ 大きな権勢。強い勢力。
大成,たいせい,"１ 長時間を費やして、仕事や研究などを完全にしとげること。２ 業績を成し遂げてすぐれた人になること。３ 多くの資料などを集めて一つの秩序だったものにすること。また、そのもの。集大成。４ 正式社名「大成株式会社」。英文社名「TAISEI CO., LTD.」。サービス業。昭和34年(1959)設立。本社は名古屋市中区栄。ビルメンテナンス会社。オフィスビル・シティホテルなどの清掃管理業務、電気・空調機器などの運転管理・保守点検業務、警備業務などを行う。名古屋地盤に全国展開。５ 北海道南西部、檜山(ひやま)支庁管内にあった旧町名。現在は久遠(くどう)郡せたな町の南西部を占める地域。"
体積,たいせき,立体が空間で占める大きさ。
堆石,たいせき,１ 石を高く積むこと。また、その石。２ 氷河によって運ばれて堆積した礫(れき)・砂・粘土などの混合した岩屑(がんせつ)。また、それによってつくられた堤防状の地形。モレーン。氷堆石。堆石堤。
堆積,たいせき,１ いく重にも高く積み重なること。積み重ねること。また、そのもの。２ 水・風・氷などによって移動した岩石の破片や生物の遺骸(いがい)が、最後に水底や地表に静止し、集積する現象。
対席,たいせき,１ 席が向かい合うこと。また、席を向かい合わせにすること。２ 両者が同一の会合に出席すること。
滞積,たいせき,１ 貨物や郵便物の処理がとどこおってたまること。２ 解決すべき問題がたまること。
退席,たいせき,その席から立ち去ること。その場をさがること。
大切,たいせつ,１ 重要であるさま。肝要。大事。２ 価値が高いさま。貴重。大事。３ 丁寧に扱うさま。大事。 ４ 切迫するさま。緊急を要するさま。
対戦,たいせん,相対して戦うこと。競技などで相手となって戦うこと。
泰然,たいぜん,落ち着いていて物事に驚かないさま。
体操,たいそう,１ 健康や体力の保持・増進などを目的とする規則的、合理的な身体運動。目的や対象により種々あり、幅広い内容が含まれる。２ 「体操競技」の略。３ 学校教科の「体育」の旧称。
大層,たいそう,１ 程度や分量がはなはだしいさま。たいへん。ひどい。２ おおげさなさま。ぎょうさん。３ 大規模なさま。りっぱであるさま。４ 非常に。たいへん。
怠惰,たいだ,なまけてだらしないこと。また、そのさま。
対談,たいだん,向かい合って話し合うこと。また、ある事柄について二人で話し合うこと。対話。
退団,たいだん,ある団体からぬけること。
体調,たいちょう,からだの調子。からだの状態。
退庁,たいちょう,官吏が仕事を終えて役所から出ること。
隊長,たいちょう,１ 軍隊で、一隊の兵士の指揮権をもつ人。２ ある目的で集まった一団・一隊を統率・指揮する人。
退廷,たいてい,１ 法廷から外へ出ること。２ 朝廷から退出すること。退朝。
大抵,たいてい,１ 事柄の主要な部分。２ 事柄のあらまし。だいたいのようす。また、全体のうちの大部分。おおよそ。おおかた。３ （多くあとに打消しの語を伴って用いる）普通であるさま。４ 大部分に及ぶさま。５ ちょうどよい程度であるさま。ほどほど。６ ほとんどすべてに及ぶさま。たいがい。７ かなり確かだと推測するさま。ほぼ間違いなく。十中八九。８ （あとに打消しの語を伴って用いる）ひととおりに。ありきたりに。９ ひととおりでなく。相当に。
大敵,たいてき,１ 打ち破りにくい相手。強敵。２ 多勢の敵軍。大軍。
戴天,たいてん,天をいただくこと。この世に生きてあること。
帯電,たいでん,物体が電気を帯びること。
堆土,たいど,うず高く積もった土。堆積土。
態度,たいど,１ 物事に対したときに感じたり考えたりしたことが、言葉・表情・動作などに現れたもの。２ 事に臨むときの構え方。その立場などに基づく心構えや身構え。３ 心理学で、ある特定の対象または状況に対する行動の準備状態。また、ある対象に対する感情的傾向。
対当,たいとう,１ 向かい合うこと。２ つりあうこと。相当。３ 同じ主語と述語とから成り、量と質の一方あるいは両方が異なる四つの命題（全称肯定命題・全称否定命題・特称肯定命題・特称否定命題）のうちの二つの命題の真偽関係。矛盾対当・大小対当・反対対当・小反対対当の四種類に分かれる。対当。
対等,たいとう,相対する双方の間に優劣・高下などの差のないこと。また、そのさま。同等。
台頭,たいとう,１ 頭をもたげること。勢いを増してくること。２ 上奏文などで、貴人の名やそれに関する語の出てくるとき、敬意を表して改行し、一段高く書くこと。
帯同,たいどう,一緒に連れていくこと。
体得,たいとく,体験を通して知ること。理解して自分のものにすること。
体読,たいどく,文字面に表れた意味だけでなく、その奥にある真意を読み取ること。
体内,たいない,からだの内部。体中。
対日,たいにち,日本に対すること。日本を相手とすること。
体認,たいにん,自分のものとして体験的に会得すること。
退任,たいにん,任務をやめること。役目をしりぞくこと。
耐熱,たいねつ,高熱に耐え、変質しないこと。
大破,たいは,１ 物がひどくこわれること。また、ひどくこわすこと。２ 相手をひどく打ち負かすこと。
退廃,たいはい,１ 衰えてすたれること。くずれ荒れること。廃頽。２ 道徳的な気風がすたれて健全な精神を失うこと。
大敗,たいはい,１ ひどく負けること。スポーツなどで大差で敗れること。おおまけ。２ 暦注の一。大凶日として、合戦などを嫌うという日。
体罰,たいばつ,肉体に直接苦痛を与える罰。
大半,たいはん,全体の半数を超えていること。半分以上。過半。大部分。副詞的にも用いる。
堆肥,たいひ,わら・落葉などを積み重ね、腐らせて作った肥料。つみごえ。
対比,たいひ,１ 二つのものを並べ合わせて、違いやそれぞれの特性を比べること。２ 二つの性質あるいは量の違ったものを並べると、その違いが著しくなる現象。コントラスト。３ 離れた地域にある地層が、互いに同時代のものかどうかを決めること。鍵(かぎ)層や示準化石を用いて行う。
待避,たいひ,１ 安全な場所などによけて、危険の過ぎるのを待つこと。２ 逆方向から来る列車またはその駅に止まらない列車の通過を、ほかの列車が別の線路に入って待つこと。
退避,たいひ,その場所を退いて危険を避けること。避難。
大病,たいびょう,重い病気。重病。大患。
台風,たいふう,北太平洋西部の熱帯海上、北緯5～20度付近で発生し、最大風速が毎秒17.2メートル以上の熱帯低気圧。
対物,たいぶつ,物・物体または物件に対すること。
太平,たいへい,１ 世の中が平和に治まり穏やかなこと。また、そのさま。２ 勝手なことを言ってのんきにしていること。勝手気ままにふるまうこと。また、そのさま。３ 沖縄の泡盛。酒名は、戦争のない平和な世界を願う気持ちから命名された。一般酒と古酒がある。「粗濾過」は熟成に必要とされる旨み成分を極力残した一般酒で、購入者自らが古酒造りを楽しむことができる。４ 正式社名「太平株式会社」。英文社名「TAIHEI CORP.」。化学工業。大正13年(1924)「太平木工株式会社」設立。昭和46年(1971)現在の社名に変更。本社は富山県南砺市福光。プラスチック製品メーカー。フィルム・製紙用巻き取りローラーなど産業機械向け強化プラスチック製部品を製造。ほかに住宅関連部品など。
大別,たいべつ,大まかに分類すること。また、大体の区別。
大変,たいへん,１ 重大な事件。大変事。一大事。２ 物事が重大であること。また、そのさま。３ 苦労などが並々でないこと。また、そのさま。４ 程度のはなはだしいさま。非常に。たいそう。
逮捕,たいほ,１ 人の身体に直接力を加えて身柄を拘束すること。２ 検察官などの捜査機関が裁判官の発する令状（逮捕状）で被疑者を引致し、一定期間抑留するための強制手段。現行犯は、だれでも逮捕状なしに逮捕できる。
大砲,たいほう,１ 大きな弾丸を発射する火器の総称。砲。火砲。おおづつ。２ （野球・バレーボールなどで）強力な打者・打撃力のたとえ。３ 真実らしいうそ。
耐乏,たいぼう,物資のとぼしい状態を耐え忍ぶこと。
待望,たいぼう,物事の実現や出現を待ち望むこと。待ちこがれること。
大木,たいぼく,大きな木。大樹。巨木。
大枚,たいまい,金額の大きいこと。また、多額のお金。
怠慢,たいまん,当然しなければならないことをしないこと。なまけて、おろそかにすること。また、そのさま。
体面,たいめん,人が世間に対してもっている誇りや面目。世間体(てい)。
対面,たいめん,１ 顔を合わせて会うこと。２ 互いに向き合うこと。
対訳,たいやく,原文と訳文を対照できるように並べて記すこと。また、その書物。
大厄,たいやく,１ 大きな災難。２ いちばん気をつけなければならないとされる厄年。男性は42歳、女性は33歳。
貸与,たいよ,金や物を貸し与えること。返すことを条件として金品の使用を許すこと。
太陽,たいよう,１ 太陽系の中心にある恒星。地球からの距離は約1.5億キロ。直接見える部分を光球といい、外側には彩層やコロナがある。光球の半径は地球の109倍、質量は33万倍、平均密度は1.4。表面温度はセ氏約6000度。恒星としては大きさも明るさもふつうの星で、エネルギーは中心における水素の核融合反応によってまかなわれている。地球上の万物を育てる光と熱の源(みなもと)となっている。２ 物事の中心となるもの、人に希望を与えるもの、輝かしいものなどのたとえ。３ 月刊総合雑誌。1895年（明治28）博文館から刊行。政治・社会の論評を主とし、文芸方面でも高山樗牛・田山花袋・上田敏らが寄稿。日本主義・自然主義評論が展開された。1928年（昭和3）廃刊。４ 昭和50年（1975）2月に打ち上げられた科学衛星SRATS(スラッツ)の愛称。東京大学宇宙航空研究所（後の宇宙科学研究所、現JAXA(ジャクサ)）が開発。太陽活動の静穏期における超高層大気（主に熱圏）のプラズマ観測を数年にわたって続けた。また太陽のX線、紫外線放射の観測も行った。昭和55年（1980）6月に運用終了。５ 獅子座の支配星。占星術における太陽の役割は、基本的な自我を表す。ホロスコープの中心であり、西洋占星術上、最も重要視する天体。太陽が入っているサインはその個人の全体的な性格を表し、形成されるアスペクトも重要視される。一般的に世間でいわれる西洋占星術の星座はこの太陽だけの特徴を読んだものである。神話では太陽はあまり重要視されていない。６ 兵庫の日本酒。全量兵庫県産山田錦を使用し、無添加、無ろ過で醸造する純米原酒。仕込み水は六甲山系の伏流水。蔵元の「太陽酒造」は江戸末期創業。生産石数100石あまりの小さな蔵。所在地は明石市大久保町江井島。７ 山梨県南アルプス市で生産されるスモモ。晩生。果皮は赤紫色。酸味が少なく甘みが強い。山梨県甲州市塩山で発見された品種で、来歴不詳。８ 植物。ボタン科のボタンの園芸品種
耐用,たいよう,使用に耐えること。機械などの、期間や回数についていう。
大洋,たいよう,大きい海。広い海。大海。太平洋・大西洋・インド洋を三大洋、北極海・南極海を加えて五大洋という。
大乱,たいらん,大いに乱れること。戦乱や事変などで世の中が非常に乱れること。
大陸,たいりく,１ 海面上に現れている広大な陸地。ユーラシア・アフリカ・北アメリカ・南アメリカ・オーストラリア・南極の六大陸がある。２ 日本からアジア大陸、特に中国をさしていう語。３ 英国からヨーロッパ大陸をさしていう語。
対立,たいりつ,二つのものが反対の立場に立つこと。また、二つのものが互いに譲らないで張り合うこと。
大略,たいりゃく,１ おおよそ。あらまし。だいたい。副詞的にも用いる。２ 大部分。大多数。あらかた。３ 遠大なはかりごと。また、すぐれた知略。
滞留,たいりゅう,１ 物事が順調に進まずとどこおること。停滞。２ 旅先でしばらくとどまっていること。滞在。逗留(とうりゅう)。
大漁,たいりょう,１ 漁で獲物の多いこと。豊漁。たいぎょ。２ 金子みすゞの詩。大正15年（1926）刊行の「日本童謡集」に収録。昭和40年代、児童文学家の矢崎節夫が本作を読んで感銘を受け、忘れ去られた詩人であったみすゞの研究を開始。今日の再評価のきっかけとなった作品。
大猟,たいりょう,狩猟で獲物の多いこと。鳥や獣が多くとれること。
大量,たいりょう,１ 数量の多いこと。たくさんなこと。また、そのさま。多量。２ 度量が大きいこと。心が広いこと。また、そのさま。
体力,たいりょく,１ 労働や運動に耐える身体の力。また、病気に対する抵抗力。２ （比喩的に）組織が活動するための力。特に、企業の経営において、収益性・生産性・資金力・安定性・成長の可能性などのこと。
隊列,たいれつ,隊を組んでつくった列。
退路,たいろ,退却する道すじ。
対論,たいろん,両者が向かい合って、または、ある事柄について対抗して議論すること。また、その議論。
対話,たいわ,向かい合って話し合うこと。また、その話。
多雨,たう,雨の日が多いこと。また、雨量の多いこと。
多寡,たか,多いことと少ないこと。多いか少ないかの、その量・額。多少。
他界,たかい,１ 自分が属さない世界。よその世界。２ 死後の世界。あの世。来世。また、夢や忘我状態のときに魂がさまよう所。３ 死ぬことを婉曲にいう語。
高鼾,たかいびき,音の大きいいびき。また、ぐっすり寝入っていること。
多角,たかく,１ かどの多いこと。２ いろいろな方面にわたること。
多額,たがく,金額がかさむこと。また、そのさま。
高台,たかだい,１ 周囲よりも高く、平らになっている土地。だい。２ 取引所の立会場で、指定銘柄の取引を行う係員がいる一段高い所。高場(たかば)。
高高,たかだか,１ 最高に見積もっても大したことではないさま。せいぜい。２ きわだって高いさま。３ 声や音が大きく響き渡るさま。
高波,たかなみ,１ 高い波。おおなみ。特に、高潮のときに押し寄せる高い波。２ 興奮して感情が高まるさまのたとえ。３ 長野の日本酒。酒名は、元は「永楽正宗」といったが、蔵元所在地の「高出」にちなみ命名。大吟醸原酒、大吟醸酒、純米大吟醸酒、純米酒、本醸造酒など。平成5、9～11、13、22～25年度全国新酒鑑評会で金賞受賞。原料米は山田錦、美山錦など。蔵元の「丸永酒造場」は明治4年(1871)創業。所在地は塩尻市大字広丘高出。
高値,たかね,１ 値段の高いこと。高い値段。２ 取引市場で、1日とか1か月といった一定期間のうちでついた最も高い値段。
宝物,たからもの,宝として珍重する物品。財宝。ほうもつ。
多感,たかん,ちょっとしたことにも感情を動かされること。感じやすいこと。また、そのさま。
多技,たぎ,多くの技芸。また、多くの技芸に通じていること。多芸。
多義,たぎ,多くの意味。また、一つの語がいくつもの意味をもつこと。
多極,たきょく,１ 電極が多いこと。２ 勢力が分散して、それぞれが対立している状態。
択一,たくいつ,二つ以上のものの中から一つを選ぶこと。
託言,たくげん,１ 他のものにかこつけた言葉。口実。２ ことづて。伝言。
沢山,たくさん,１ 数量の多いこと。また、そのさま。多数。副詞的にも用いる。２ 数量が十分であること。十分で、それ以上はいらないこと。また、そのさま。３ （名詞に付き、多く「…だくさん」の形で）それが十分であったり、十分すぎたりするさま。
託児,たくじ,幼児を預けること。また、預かって保育すること。
卓識,たくしき,すぐれた判断力や考え。すぐれた見識。卓見。
卓出,たくしゅつ,他にぬきんでてすぐれていること。
卓上,たくじょう,机やテーブルなどの上。
拓殖,たくしょく,未開の荒地を切り開いて、そこに住みつくこと。
託宣,たくせん,神仏が人にのりうつったり夢の中に現れたりして、その意志を告げること。また、そのお告げ。
託送,たくそう,１ 品物を人に頼んで送ること。２ 発電事業者や他の電力小売り事業者が、電力会社が所有する既存の送電網を利用して送配電すること。
宅地,たくち,１ 家屋の敷地。また、住居を建てるための土地。２ 地目の一。建物の敷地として用いられる土地。
宅配,たくはい,新聞・荷物などを、顧客の家々に配達すること。
托鉢,たくはつ,僧尼が修行のため、経を唱えながら各戸の前に立ち、食物や金銭を鉢に受けて回ること。
